dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1614420000,2021-02-27 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.98,29.98,28.02,32.49,1007,,,87,1.99,234,,,,,40,802,Clouds,scattered clouds,03n
1614423600,2021-02-27 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.94,23.88,25.75,32.49,1007,,,87,4.61,180,,,,,40,701,Mist,mist,50n
1614427200,2021-02-27 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.49,28.49,24.85,31.1,1008,,,89,1.01,219,,,,,1,701,Mist,mist,50n
1614430800,2021-02-27 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,27.68,27.68,23.77,30.74,1009,,,89,0,0,,,,,1,701,Mist,mist,50d
1614434400,2021-02-27 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.64,25.34,25.52,32.99,1010,,,89,4,302,,,,,1,701,Mist,mist,50d
1614438000,2021-02-27 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.71,30.06,31.3,35.98,1011,,,83,4,269,,,,,1,800,Clear,sky is clear,01d
1614441600,2021-02-27 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.38,34.29,35.19,38.61,1012,,,74,4,297,,,,,40,802,Clouds,scattered clouds,03d
1614445200,2021-02-27 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,39.69,39.69,37.74,41.05,1013,,,68,1.99,226,,,,,20,801,Clouds,few clouds,02d
1614448800,2021-02-27 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,42.89,41.25,39.38,44.58,1014,,,60,3.36,230,,,,,40,802,Clouds,scattered clouds,03d
1614452400,2021-02-27 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,45.1,45.1,44.26,46.02,1014,,,53,0,0,,,,,75,803,Clouds,broken clouds,04d
1614456000,2021-02-27 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,46.8,44.73,42.44,47.82,1014,,,48,4.61,270,,,,,75,803,Clouds,broken clouds,04d
1614459600,2021-02-27 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,46.47,45.27,42.44,48.54,1014,,,49,3.44,170,,,,,90,804,Clouds,overcast clouds,04d
1614463200,2021-02-27 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,44.65,41.45,43.14,46.78,1014,,,53,5.75,150,,,,,90,804,Clouds,overcast clouds,04d
1614466800,2021-02-27 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,42.84,38.01,41.7,46.78,1014,,,55,8.05,130,,,,,90,804,Clouds,overcast clouds,04d
1614470400,2021-02-28 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,41.14,37.24,40.62,43.18,1014,,,59,5.82,100,,,,,90,804,Clouds,overcast clouds,04n
1614474000,2021-02-28 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,39.47,35.29,36.52,43.18,1014,,,64,5.75,150,,,,,90,804,Clouds,overcast clouds,04n
1614477600,2021-02-28 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,38.86,38.86,36.34,40.28,1014,,,66,0,0,,,,,90,804,Clouds,overcast clouds,04n
1614481200,2021-02-28 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,38.1,35.71,36.3,39.58,1014,,,69,3.44,110,,,,,90,804,Clouds,overcast clouds,04n
1614484800,2021-02-28 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.84,32.18,35.22,39.43,1014,,,73,5.75,360,,,,,90,804,Clouds,overcast clouds,04n
1614488400,2021-02-28 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.88,32.22,35.22,38.3,1014,,,73,5.75,0,,,,,90,804,Clouds,overcast clouds,04n
1614492000,2021-02-28 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.18,34.75,35.31,38.17,1014,,,71,3.36,70,,,,,90,804,Clouds,overcast clouds,04n
1614495600,2021-02-28 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.24,33.57,35.26,38.35,1013,,,71,4.61,30,,,,,90,804,Clouds,overcast clouds,04n
1614499200,2021-02-28 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.72,35.8,35.74,39.25,1011,,,69,3,37,,,,,90,804,Clouds,overcast clouds,04n
1614502800,2021-02-28 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.29,37.29,35.38,38.3,1009,,,72,1.99,42,1,,,,90,500,Rain,light rain,10n
1614506400,2021-02-28 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.11,37.11,35.38,37.99,1008,,,73,1.99,22,1,,,,90,500,Rain,light rain,10n
1614510000,2021-02-28 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.07,31.84,34.75,37.78,1007,,,79,5.01,78,0.25,,,,90,600,Snow,light snow,13n
1614510000,2021-02-28 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.07,31.84,34.75,37.78,1007,,,79,5.01,78,0.25,,,,90,701,Mist,mist,50n
1614510000,2021-02-28 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.07,31.84,34.75,37.78,1007,,,79,5.01,78,0.25,,,,90,500,Rain,light rain,10n
1614513600,2021-02-28 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34.38,29.07,32.77,36.37,1006,,,87,5.99,104,0.57,,,,90,500,Rain,light rain,10n
1614513600,2021-02-28 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34.38,29.07,32.77,36.37,1006,,,87,5.99,104,0.57,,,,90,600,Snow,light snow,13n
1614513600,2021-02-28 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34.38,29.07,32.77,36.37,1006,,,87,5.99,104,0.57,,,,90,701,Mist,mist,50n
1614517200,2021-02-28 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.64,28.18,32.22,35.38,1006,,,90,5.99,48,0.64,,,,90,600,Snow,light snow,13d
1614517200,2021-02-28 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.64,28.18,32.22,35.38,1006,,,90,5.99,48,0.64,,,,90,701,Mist,mist,50d
1614517200,2021-02-28 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.64,28.18,32.22,35.38,1006,,,90,5.99,48,0.64,,,,90,500,Rain,light rain,10d
1614520800,2021-02-28 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.22,26.98,31.55,35.01,1007,,,91,7,26,0.76,,,,90,600,Snow,light snow,13d
1614520800,2021-02-28 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.22,26.98,31.55,35.01,1007,,,91,7,26,0.76,,,,90,701,Mist,mist,50d
1614520800,2021-02-28 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.22,26.98,31.55,35.01,1007,,,91,7,26,0.76,,,,90,500,Rain,light rain,10d
1614524400,2021-02-28 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.32,25.23,30.43,34.18,1007,,,92,8.01,360,,,0.3,,90,600,Snow,light snow,13d
1614524400,2021-02-28 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.32,25.23,30.43,34.18,1007,,,92,8.01,360,,,0.3,,90,701,Mist,mist,50d
1614528000,2021-02-28 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.44,23.04,28.76,33.39,1008,,,92,10,11,,,0.35,,90,600,Snow,light snow,13d
1614528000,2021-02-28 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.44,23.04,28.76,33.39,1008,,,92,10,11,,,0.35,,90,701,Mist,mist,50d
1614531600,2021-02-28 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.63,23.18,27.77,33.01,1009,,,90,8.01,13,,,0.25,,90,600,Snow,light snow,13d
1614531600,2021-02-28 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.63,23.18,27.77,33.01,1009,,,90,8.01,13,,,0.25,,90,701,Mist,mist,50d
1614535200,2021-02-28 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.82,21.02,27.14,32.16,1011,,,87,10,340,,,0.59,,90,601,Snow,snow,13d
1614535200,2021-02-28 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.82,21.02,27.14,32.16,1011,,,87,10,340,,,0.59,,90,701,Mist,mist,50d
1614538800,2021-02-28 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.36,22.84,28.49,32.38,1011,,,81,8.01,349,,,0.64,,90,601,Snow,snow,13d
1614542400,2021-02-28 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.94,22.41,29.17,33.01,1012,,,74,10,324,,,0.51,,20,601,Snow,snow,13d
1614546000,2021-02-28 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.64,19.63,28.74,32.38,1013,,,65,19.57,310,,,,,20,801,Clouds,few clouds,02d
1614549600,2021-02-28 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.96,20.26,26.76,32.05,1014,,,58,14.97,300,,,,,1,800,Clear,sky is clear,01d
1614553200,2021-02-28 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.94,16.47,24.76,30.97,1014,,,57,18.41,280,,,,,1,800,Clear,sky is clear,01d
1614556800,2021-03-01 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,25.68,13.5,21.76,27.37,1016,,,60,14.99,280,,,,,1,800,Clear,sky is clear,01n
1614560400,2021-03-01 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.6,10.09,19.74,24.85,1017,,,62,13.8,290,,,,,1,800,Clear,sky is clear,01n
1614564000,2021-03-01 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.36,9.07,19.38,23.05,1017,,,62,12.66,290,,,,,1,800,Clear,sky is clear,01n
1614567600,2021-03-01 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.21,8.89,19.4,21.25,1018,,,66,10.36,280,,,,,1,800,Clear,sky is clear,01n
1614571200,2021-03-01 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.32,9.75,19.4,21.58,1018,,,66,9.22,280,,,,,40,802,Clouds,scattered clouds,03n
1614574800,2021-03-01 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.2,10.13,19.63,21.79,1018,,,66,10.36,290,,,,,75,803,Clouds,broken clouds,04n
1614578400,2021-03-01 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.36,12.72,19.63,23.05,1020,,,66,6.93,290,,,,,90,804,Clouds,overcast clouds,04n
1614582000,2021-03-01 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.43,11.14,20.82,23.05,1019,,,65,9.22,290,,,,,90,804,Clouds,overcast clouds,04n
1614585600,2021-03-01 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.66,13.75,19.38,21.79,1020,,,69,5.01,15,,,,,90,600,Snow,light snow,13n
1614589200,2021-03-01 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.18,10.98,18.07,20.35,1020,,,82,5.99,22,,,,,90,600,Snow,light snow,13n
1614589200,2021-03-01 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.18,10.98,18.07,20.35,1020,,,82,5.99,22,,,,,90,701,Mist,mist,50n
1614592800,2021-03-01 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.77,10.47,16.48,20.1,1021,,,85,5.99,40,,,,,90,600,Snow,light snow,13n
1614592800,2021-03-01 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.77,10.47,16.48,20.1,1021,,,85,5.99,40,,,,,90,701,Mist,mist,50n
1614596400,2021-03-01 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.08,17.08,15.28,19.11,1022,,,82,1.99,51,,,0.28,,90,701,Mist,mist,50n
1614596400,2021-03-01 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.08,17.08,15.28,19.11,1022,,,82,1.99,51,,,0.28,,90,600,Snow,light snow,13n
1614600000,2021-03-01 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.79,8.19,12.43,17.01,1024,,,81,4,33,,,,,20,801,Clouds,few clouds,02n
1614603600,2021-03-01 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.5,5.32,11.77,14.61,1025,,,79,5.01,49,,,,,20,801,Clouds,few clouds,02d
1614607200,2021-03-01 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.39,4.06,12.43,14.36,1027,,,75,5.99,85,,,,,1,800,Clear,sky is clear,01d
1614610800,2021-03-01 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.45,5.34,12.43,16.14,1028,,,68,5.99,49,,,,,1,800,Clear,sky is clear,01d
1614614400,2021-03-01 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.35,8.83,13.77,16.34,1029,,,60,4,48,,,,,1,800,Clear,sky is clear,01d
1614618000,2021-03-01 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.15,9.63,15.19,18.32,1030,,,48,5.01,67,,,,,1,800,Clear,sky is clear,01d
1614621600,2021-03-01 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.63,11.35,16.77,19.74,1030,,,46,5.01,37,,,0.25,,1,600,Snow,light snow,13d
1614625200,2021-03-01 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.84,15.19,19.18,22.15,1030,,,43,4,67,,,0.25,,1,600,Snow,light snow,13d
1614628800,2021-03-01 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.87,15.17,20.17,23.07,1030,,,41,5.01,355,,,,,1,800,Clear,sky is clear,01d
1614632400,2021-03-01 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,23.27,23.27,20.14,24.87,1029,,,40,1.99,290,,,,,1,800,Clear,sky is clear,01d
1614636000,2021-03-01 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,24.33,24.33,21.43,25.14,1028,,,31,0,0,,,,,1,800,Clear,sky is clear,01d
1614639600,2021-03-01 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,24.69,18.91,19.74,26.22,1028,,,33,4.61,230,,,,,1,800,Clear,sky is clear,01d
1614643200,2021-03-02 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.62,12.61,19.4,23.23,1029,,,39,9.17,250,,,,,20,801,Clouds,few clouds,02d
1614646800,2021-03-02 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.17,10.4,16.34,21.25,1028,,,44,8.05,250,,,,,20,801,Clouds,few clouds,02n
1614650400,2021-03-02 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.06,12.34,12.25,19.78,1028,,,48,4.61,240,,,,,20,801,Clouds,few clouds,02n
1614654000,2021-03-02 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.56,9.3,12.34,18.19,1027,,,50,5.75,210,,,,,20,801,Clouds,few clouds,02n
1614657600,2021-03-02 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.74,8.31,11.34,18.19,1027,,,55,5.75,190,,,,,75,803,Clouds,broken clouds,04n
1614661200,2021-03-02 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.8,5.07,13.3,17.98,1026,,,62,8.05,170,,,,,75,803,Clouds,broken clouds,04n
1614664800,2021-03-02 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.2,6.51,14.31,17.98,1025,,,68,6.93,160,,,,,40,802,Clouds,scattered clouds,03n
1614668400,2021-03-02 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.69,10.26,15.13,19.78,1023,,,66,5.01,221,,,,,40,802,Clouds,scattered clouds,03n
1614672000,2021-03-02 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.85,10.45,15.46,20.3,1021,,,68,5.01,230,,,,,20,801,Clouds,few clouds,02n
1614675600,2021-03-02 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.53,12.42,17.31,21.54,1020,,,69,5.01,234,,,,,20,801,Clouds,few clouds,02n
1614679200,2021-03-02 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.97,15.33,18.66,23.23,1019,,,72,4,225,,,,,20,801,Clouds,few clouds,02n
1614682800,2021-03-02 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.42,22.42,19.72,24.87,1017,,,74,1.99,221,,,,,20,801,Clouds,few clouds,02n
1614686400,2021-03-02 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.84,18.95,20.28,26.11,1016,,,77,3,161,,,,,20,801,Clouds,few clouds,02n
1614690000,2021-03-02 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,25,17.06,21.99,27.19,1015,,,78,7,360,,,,,20,801,Clouds,few clouds,02d
1614693600,2021-03-02 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.06,20.05,24.73,30.97,1014,,,76,8.01,202,,,,,20,801,Clouds,few clouds,02d
1614697200,2021-03-02 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.11,23.86,28.99,34.39,1013,,,70,10,228,,,,,20,801,Clouds,few clouds,02d
1614700800,2021-03-02 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,35.37,28.4,32.77,36.41,1012,,,65,8.99,282,,,,,20,801,Clouds,few clouds,02d
1614704400,2021-03-02 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,38.12,32.86,35.76,39.54,1011,,,62,7,217,,,,,20,801,Clouds,few clouds,02d
1614708000,2021-03-02 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,41.22,32.77,39.18,43.03,1011,,,56,17.22,220,,,,,20,801,Clouds,few clouds,02d
1614711600,2021-03-02 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,43.68,37.26,41.34,46.02,1010,,,52,12.66,210,,,,,20,801,Clouds,few clouds,02d
1614715200,2021-03-02 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,45.14,37.31,43.14,46.78,1008,,,53,19.57,220,,,,,1,800,Clear,sky is clear,01d
1614718800,2021-03-02 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,45.19,38.82,43.14,48.58,1008,,,55,13.8,220,,,,,1,800,Clear,sky is clear,01d
1614722400,2021-03-02 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,46.36,39.7,46.02,46.78,1008,,,57,16.11,230,,,,,1,800,Clear,sky is clear,01d
1614726000,2021-03-02 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,46.67,42.21,46.02,47.3,1008,,,58,9.22,240,,,,,1,800,Clear,sky is clear,01d
1614729600,2021-03-03 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,45.23,41.47,44.22,46.78,1008,,,61,6.93,230,,,,,1,800,Clear,sky is clear,01d
1614733200,2021-03-03 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,42.1,39.24,37.56,44.98,1009,,,69,4.61,240,,,,,1,800,Clear,sky is clear,01n
1614736800,2021-03-03 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,39.45,36.14,34.93,43.18,1009,,,75,4.61,250,,,,,1,800,Clear,sky is clear,01n
1614740400,2021-03-03 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,38.34,32.54,33.3,43.18,1010,,,76,8.05,250,,,,,1,800,Clear,sky is clear,01n
1614744000,2021-03-03 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,37.56,32.25,30.99,39.61,1010,,,77,6.91,260,,,,,1,800,Clear,sky is clear,01n
1614747600,2021-03-03 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.03,33.33,30,39.25,1011,,,81,3.44,250,,,,,1,800,Clear,sky is clear,01n
1614751200,2021-03-03 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34,34,28.53,37.45,1012,,,82,1.01,215,,,,,1,800,Clear,sky is clear,01n
1614754800,2021-03-03 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.81,32.81,27.34,36.01,1012,,,86,0,0,,,,,1,800,Clear,sky is clear,01n
1614758400,2021-03-03 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.62,28.29,27.34,34.41,1012,,,88,3.44,230,,,,,1,800,Clear,sky is clear,01n
1614762000,2021-03-03 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.35,31.35,27.1,36.23,1013,,,88,1.99,327,,,,,1,800,Clear,sky is clear,01n
1614765600,2021-03-03 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.21,31.21,26.67,36.18,1013,,,90,1.01,335,,,,,1,701,Mist,mist,50n
1614769200,2021-03-03 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.76,30.76,26.11,35.19,1014,,,89,1.01,355,,,,,1,800,Clear,sky is clear,01n
1614772800,2021-03-03 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.02,30.02,25.11,34.18,1015,,,89,0,0,,,,,20,701,Mist,mist,50n
1614776400,2021-03-03 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.57,29.57,24.12,32.05,1015,,,91,1.01,355,,,,,1,701,Mist,mist,50d
1614780000,2021-03-03 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.18,29.52,28.31,33.85,1016,,,89,3,51,,,,,1,800,Clear,sky is clear,01d
1614783600,2021-03-03 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,35.78,33.6,32.76,37.02,1017,,,81,3,50,,,,,1,800,Clear,sky is clear,01d
1614787200,2021-03-03 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,38.05,36.16,35.98,39.54,1018,,,75,3,326,,,,,1,800,Clear,sky is clear,01d
1614790800,2021-03-03 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,40.37,40.37,38.17,41.23,1018,,,66,0,0,,,,,1,800,Clear,sky is clear,01d
1614794400,2021-03-03 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,43.48,40.03,41.05,44.29,1019,,,56,5.82,10,,,,,1,800,Clear,sky is clear,01d
1614798000,2021-03-03 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,45.9,42.3,43.93,46.47,1018,,,48,6.91,20,,,,,20,801,Clouds,few clouds,02d
1614801600,2021-03-03 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,46.96,45.82,45.91,48.54,1018,,,44,3.44,0,,,,,20,801,Clouds,few clouds,02d
1614805200,2021-03-03 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,47.03,45.9,46.45,48.54,1018,,,42,3.44,70,,,,,75,803,Clouds,broken clouds,04d
1614808800,2021-03-03 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,47.26,47.26,46.4,48.58,1019,,,40,0,0,,,,,75,803,Clouds,broken clouds,04d
1614812400,2021-03-03 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,48,48,46.63,48.27,1019,,,38,0,0,,,,,75,803,Clouds,broken clouds,04d
1614816000,2021-03-04 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,45.36,41.63,44.65,46.4,1020,,,44,6.93,70,,,,,40,802,Clouds,scattered clouds,03d
1614819600,2021-03-04 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,42.71,42.71,36.34,44.67,1020,,,54,0,0,,,,,75,803,Clouds,broken clouds,04n
1614823200,2021-03-04 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,40.69,36.03,35.35,41.41,1021,,,53,6.91,70,,,,,75,803,Clouds,broken clouds,04n
1614826800,2021-03-04 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,39.42,35.24,34.34,41.23,1021,,,60,5.75,80,,,,,75,803,Clouds,broken clouds,04n
1614830400,2021-03-04 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,38.82,34.54,35.31,40.28,1022,,,62,5.75,80,,,,,75,803,Clouds,broken clouds,04n
1614834000,2021-03-04 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.79,33.04,32.34,39.27,1022,,,68,4.61,80,,,,,75,803,Clouds,broken clouds,04n
1614837600,2021-03-04 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34.3,31.46,29.34,36.19,1023,,,71,3.36,40,,,,,20,801,Clouds,few clouds,02n
1614841200,2021-03-04 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.25,32.25,28.31,36.23,1023,,,75,0,0,,,,,1,800,Clear,sky is clear,01n
1614844800,2021-03-04 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.83,30.83,26.31,35.24,1023,,,78,1.01,89,,,,,1,800,Clear,sky is clear,01n
1614848400,2021-03-04 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.6,31.6,26.53,35.19,1023,,,77,1.99,74,,,,,1,800,Clear,sky is clear,01n
1614852000,2021-03-04 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.84,31.84,26.33,35.22,1024,,,74,1.01,105,,,,,20,801,Clouds,few clouds,02n
1614855600,2021-03-04 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.55,31.55,26.33,34.18,1025,,,74,1.01,119,,,,,1,800,Clear,sky is clear,01n
