dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1551398400,2019-03-01 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.45,15.13,17.46,20.39,1021,,,59,3,276,,,,,40,802,Clouds,scattered clouds,03n
1551402000,2019-03-01 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.46,9.99,14.45,19.47,1021,,,63,5.01,277,,,,,20,801,Clouds,few clouds,02n
1551405600,2019-03-01 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.55,6.64,10.63,18.19,1021,,,67,5.99,300,,,,,20,801,Clouds,few clouds,02n
1551409200,2019-03-01 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.93,4.71,10.45,17.08,1021,,,73,5.99,310,,,,,1,800,Clear,sky is clear,01n
1551412800,2019-03-01 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.26,6.42,6.31,16,1021,,,77,4,285,,,,,1,800,Clear,sky is clear,01n
1551416400,2019-03-01 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.15,5.14,7.5,14.22,1021,,,82,4,286,,,,,1,800,Clear,sky is clear,01n
1551420000,2019-03-01 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,10.78,5.32,4.24,13.15,1021,,,83,3,211,,,,,1,800,Clear,sky is clear,01n
1551423600,2019-03-01 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.79,9.79,3.25,12.38,1021,,,85,0,0,,,,,40,802,Clouds,scattered clouds,03n
1551427200,2019-03-01 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.53,8.53,3.25,11.48,1021,,,85,1.01,221,,,,,1,701,Mist,mist,50n
1551430800,2019-03-01 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.61,7.61,2.5,11.48,1021,,,85,1.01,196,,,,,75,721,Haze,haze,50n
1551434400,2019-03-01 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.78,6.78,1.24,10.49,1021,,,87,1.01,188,,,,,20,701,Mist,mist,50n
1551438000,2019-03-01 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.4,-2.43,1.26,10.18,1021,,,86,4.61,200,,,,,20,701,Mist,mist,50n
1551441600,2019-03-01 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.95,-2.96,-0.17,9.48,1021,,,86,4.61,110,,,,,40,701,Mist,mist,50n
1551445200,2019-03-01 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.63,5.63,1.4,8.38,1021,,,86,1.01,88,,,,,75,701,Mist,mist,50d
1551448800,2019-03-01 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.1,9.1,5.5,11.17,1021,,,87,1.01,157,,,,,90,701,Mist,mist,50d
1551452400,2019-03-01 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,11.89,11.89,9.61,14.18,1021,,,86,1.99,130,,,,,90,701,Mist,mist,50d
1551456000,2019-03-01 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.86,14.86,12.43,17.38,1022,,,85,1.01,257,,,,,90,701,Mist,mist,50d
1551459600,2019-03-01 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.66,16.66,14.38,19.35,1022,,,83,1.01,160,,,0.2,,90,600,Snow,light snow,13d
1551459600,2019-03-01 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.66,16.66,14.38,19.35,1022,,,83,1.01,160,,,0.2,,90,701,Mist,mist,50d
1551463200,2019-03-01 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.37,17.37,15.31,20.37,1022,,,85,1.01,149,,,0.76,,90,601,Snow,snow,13d
1551463200,2019-03-01 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.37,17.37,15.31,20.37,1022,,,85,1.01,149,,,0.76,,90,741,Fog,fog,50d
1551466800,2019-03-01 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.3,18.3,16.14,21.11,1021,,,84,1.99,195,,,0.2,,90,600,Snow,light snow,13d
1551466800,2019-03-01 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.3,18.3,16.14,21.11,1021,,,84,1.99,195,,,0.2,,90,701,Mist,mist,50d
1551470400,2019-03-01 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.54,12.52,16.77,21.11,1020,,,84,4,138,,,0.8,,90,601,Snow,snow,13d
1551474000,2019-03-01 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.13,19.13,17.22,22.1,1020,,,85,1.01,200,,,0.51,2.3,90,601,Snow,snow,13d
1551474000,2019-03-01 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.13,19.13,17.22,22.1,1020,,,85,1.01,200,,,0.51,2.3,90,701,Mist,mist,50d
1551477600,2019-03-01 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.27,19.27,17.67,22.1,1020,,,84,1.01,80,,,0.63,,90,601,Snow,snow,13d
1551477600,2019-03-01 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.27,19.27,17.67,22.1,1020,,,84,1.01,80,,,0.63,,90,701,Mist,mist,50d
1551481200,2019-03-01 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.31,19.31,17.22,22.1,1021,,,86,0,0,,,0.36,,90,601,Snow,snow,13d
1551481200,2019-03-01 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.31,19.31,17.22,22.1,1021,,,86,0,0,,,0.36,,90,741,Fog,fog,50d
1551484800,2019-03-02 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.73,18.73,17.13,21.11,1022,,,87,1.01,107,,,0.42,,90,600,Snow,light snow,13n
1551484800,2019-03-02 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.73,18.73,17.13,21.11,1022,,,87,1.01,107,,,0.42,,90,701,Mist,mist,50n
1551488400,2019-03-02 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.39,11.55,16.77,20.1,1022,,,88,4.61,300,,,0.29,,90,600,Snow,light snow,13n
1551488400,2019-03-02 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.39,11.55,16.77,20.1,1022,,,88,4.61,300,,,0.29,,90,701,Mist,mist,50n
1551492000,2019-03-02 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.27,18.27,17.19,19.78,1022,,,88,1.99,350,,,0.3,,90,600,Snow,light snow,13n
1551492000,2019-03-02 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.27,18.27,17.19,19.78,1022,,,88,1.99,350,,,0.3,,90,701,Mist,mist,50n
1551495600,2019-03-02 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.56,17.56,15.76,19.09,1023,,,87,1.99,33,,,0.3,1.3,90,600,Snow,light snow,13n
1551495600,2019-03-02 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.56,17.56,15.76,19.09,1023,,,87,1.99,33,,,0.3,1.3,90,701,Mist,mist,50n
1551499200,2019-03-02 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.87,11.08,12.25,18.37,1023,,,87,3,22,,,,,40,701,Mist,mist,50n
1551502800,2019-03-02 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.33,8.2,10.26,15.62,1024,,,88,3,17,,,,,20,701,Mist,mist,50n
1551506400,2019-03-02 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.2,6.93,8.22,15.39,1024,,,88,3,52,,,,,20,701,Mist,mist,50n
1551510000,2019-03-02 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,10.38,10.38,5.38,13.37,1024,,,89,1.99,334,,,,,20,701,Mist,mist,50n
1551513600,2019-03-02 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.55,9.55,2.34,13.37,1025,,,88,1.99,55,,,,,1,701,Mist,mist,50n
1551517200,2019-03-02 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.47,7.47,1.51,10.62,1026,,,89,1.99,355,,,,,1,701,Mist,mist,50n
1551520800,2019-03-02 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.56,7.56,1.78,10.45,1026,,,87,1.99,59,,,,,40,701,Mist,mist,50n
1551524400,2019-03-02 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.03,1.08,0.5,9.21,1027,,,87,3,51,,,,,40,802,Clouds,scattered clouds,03n
1551528000,2019-03-02 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.71,6.71,-0.89,8.65,1027,,,86,1.01,32,,,,,20,801,Clouds,few clouds,02n
1551531600,2019-03-02 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,4.8,4.8,-1.97,7.18,1027,,,86,1.01,50,,,,,1,800,Clear,sky is clear,01d
1551535200,2019-03-02 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.23,-0.54,3.15,10.26,1030,,,86,4,24,,,,,1,800,Clear,sky is clear,01d
1551538800,2019-03-02 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,10.02,2.68,7.03,12,1031,,,85,4,69,,,,,20,721,Haze,haze,50d
1551542400,2019-03-02 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.63,5.7,9.66,14.45,1031,,,79,4,65,,,,,1,800,Clear,sky is clear,01d
1551546000,2019-03-02 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.39,6.46,11.14,19.89,1031,,,70,5.99,32,,,,,1,800,Clear,sky is clear,01d
1551549600,2019-03-02 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.51,10.04,14.14,20.37,1031,,,63,5.01,55,,,,,20,801,Clouds,few clouds,02d
1551553200,2019-03-02 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.82,9.34,15.19,19.4,1030,,,60,5.99,17,,,,,20,801,Clouds,few clouds,02d
1551556800,2019-03-02 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.97,18.97,15.76,21.72,1030,,,57,1.01,315,,,,,40,802,Clouds,scattered clouds,03d
1551560400,2019-03-02 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.36,18.36,16.03,20.3,1029,,,58,1.99,311,,,0.25,,75,600,Snow,light snow,13d
1551564000,2019-03-02 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.93,16.93,15.19,20.25,1030,,,59,1.01,333,,,,,75,803,Clouds,broken clouds,04d
1551567600,2019-03-02 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.1,5.13,13.77,16.88,1030,,,64,7,323,,,,,90,521,Rain,shower rain,09d
1551571200,2019-03-03 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.97,3.58,11.77,14.41,1030,,,67,5.99,13,,,,,75,521,Rain,shower rain,09d
1551574800,2019-03-03 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.24,12.24,10.45,14.05,1030,,,66,1.01,331,,,,,75,803,Clouds,broken clouds,04n
1551578400,2019-03-03 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,10.38,10.38,7.45,12.61,1030,,,61,1.01,338,,,,,75,803,Clouds,broken clouds,04n
1551582000,2019-03-03 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.22,8.22,5.77,10.45,1031,,,65,1.01,311,,,,,75,803,Clouds,broken clouds,04n
1551585600,2019-03-03 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.65,5.65,2.25,8.38,1031,,,65,1.01,334,,,,,40,802,Clouds,scattered clouds,03n
1551589200,2019-03-03 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,2.26,-7.87,-0.24,3.88,1030,,,66,5.01,335,,,,,1,800,Clear,sky is clear,01n
1551592800,2019-03-03 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,0.03,0.03,-2.72,2.37,1032,,,67,1.99,340,,,,,1,800,Clear,sky is clear,01n
1551596400,2019-03-03 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-2.13,-2.13,-5.57,-0.35,1032,,,69,1.01,322,,,,,1,800,Clear,sky is clear,01n
1551600000,2019-03-03 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-5.4,-18,-7.65,-3.77,1032,,,69,10.36,310,,,,,1,800,Clear,sky is clear,01n
1551603600,2019-03-03 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-6,-17.57,-10.86,-3.62,1032,,,70,5.01,346,,,,,1,800,Clear,sky is clear,01n
1551607200,2019-03-03 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-7.73,-15.61,-12.66,-4.63,1031,,,74,3,347,,,,,1,800,Clear,sky is clear,01n
1551610800,2019-03-03 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-10.14,-22.74,-13.5,-7.55,1031,,,75,5.75,280,,,,,1,800,Clear,sky is clear,01n
1551614400,2019-03-03 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-10.66,-23.26,-14.85,-9.11,1032,,,75,8.01,285,,,,,1,800,Clear,sky is clear,01n
1551618000,2019-03-03 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-11.58,-24.18,-16.6,-8.28,1031,,,75,8.01,303,,,,,1,800,Clear,sky is clear,01d
1551621600,2019-03-03 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-11.13,-11.13,-15.7,-8,1031,,,73,1.01,267,,,,,1,800,Clear,sky is clear,01d
1551625200,2019-03-03 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-8.93,-19.21,-12.5,-5.6,1030,,,70,4,341,,,,,1,800,Clear,sky is clear,01d
1551628800,2019-03-03 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-6.29,-18.89,-9.17,-3.89,1029,,,65,8.01,332,,,,,20,801,Clouds,few clouds,02d
1551632400,2019-03-03 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-3.87,-16.47,-8.23,0.1,1029,,,60,8.01,295,,,,,20,801,Clouds,few clouds,02d
1551636000,2019-03-03 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-1.91,-14.15,-6.23,2.88,1029,,,61,5.99,313,,,,,1,800,Clear,sky is clear,01d
1551639600,2019-03-03 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-0.4,-0.4,-3.82,2.1,1028,,,59,1.01,301,,,,,1,721,Haze,haze,50d
1551643200,2019-03-03 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,0.18,0.18,-3.23,3.11,1027,,,58,1.01,275,,,,,20,801,Clouds,few clouds,02d
1551646800,2019-03-03 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-0.27,-0.27,-3.23,2.88,1026,,,58,1.01,333,,,,,20,801,Clouds,few clouds,02d
1551650400,2019-03-03 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-1.05,-1.05,-3.86,2.1,1026,,,59,1.01,150,,,,,40,802,Clouds,scattered clouds,03d
1551654000,2019-03-03 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-1.86,-1.86,-4.23,0,1026,,,61,1.01,322,,,,,40,802,Clouds,scattered clouds,03d
1551657600,2019-03-04 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-3.55,-3.55,-5.75,-1.62,1026,,,63,1.01,271,,,,,20,801,Clouds,few clouds,02d
1551661200,2019-03-04 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-4.86,-4.86,-7.26,-2.61,1026,,,65,1.01,275,,,,,1,800,Clear,sky is clear,01n
1551664800,2019-03-04 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-5.69,-17.21,-7.76,-3.62,1026,,,66,5.01,273,,,,,1,800,Clear,sky is clear,01n
1551668400,2019-03-04 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-6.32,-18.92,-9.06,-4.79,1026,,,68,7,313,,,,,1,800,Clear,sky is clear,01n
1551672000,2019-03-04 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-7.01,-19.61,-9.58,-4.63,1026,,,71,8.01,292,,,,,1,800,Clear,sky is clear,01n
1551675600,2019-03-04 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-7.73,-20.33,-10.86,-6,1025,,,74,8.01,299,,,,,1,800,Clear,sky is clear,01n
1551679200,2019-03-04 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-8.01,-20.61,-11.27,-5.62,1025,,,74,7,304,,,,,1,800,Clear,sky is clear,01n
1551682800,2019-03-04 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-8.81,-21.41,-11.87,-6.29,1025,,,75,7,310,,,,,1,800,Clear,sky is clear,01n
1551686400,2019-03-04 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-8.93,-21.53,-11.65,-6.29,1024,,,75,7,293,,,,,1,800,Clear,sky is clear,01n
1551690000,2019-03-04 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-9.51,-9.51,-12.86,-6.61,1023,,,76,1.99,280,,,,,75,721,Haze,haze,50n
1551693600,2019-03-04 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-8.79,-21.39,-11.49,-5.6,1023,,,77,5.99,294,,,,,90,721,Haze,haze,50n
1551697200,2019-03-04 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-9.04,-21.15,-11.87,-6,1023,,,77,5.01,297,,,,,90,804,Clouds,overcast clouds,04n
1551700800,2019-03-04 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-8.95,-21.55,-12.66,-6.61,1023,,,77,7,281,,,,,75,721,Haze,haze,50n
1551704400,2019-03-04 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-9.63,-20.02,-13.5,-6.79,1023,,,76,4,297,,,,,1,800,Clear,sky is clear,01d
1551708000,2019-03-04 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-7.24,-19.84,-11.27,-3.6,1022,,,76,7,296,,,,,20,801,Clouds,few clouds,02d
1551711600,2019-03-04 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,-3.28,-15.88,-6.7,0.45,1021,,,75,8.99,296,,,,,1,800,Clear,sky is clear,01d
1551715200,2019-03-04 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,0.48,-12.12,-2.24,2.55,1021,,,71,8.01,302,,,,,40,802,Clouds,scattered clouds,03d
1551718800,2019-03-04 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,3.96,3.96,-0.24,8.11,1020,,,65,1.01,244,,,,,20,801,Clouds,few clouds,02d
1551722400,2019-03-04 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.06,-6.54,3.43,8.4,1020,,,65,11.01,310,,,,,40,802,Clouds,scattered clouds,03d
1551726000,2019-03-04 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.61,-4.99,5.18,9.45,1019,,,63,14,296,,,,,75,803,Clouds,broken clouds,04d
1551729600,2019-03-04 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.3,9.3,6.76,11.39,1017,,,61,1.99,321,,,,,75,803,Clouds,broken clouds,04d
1551733200,2019-03-04 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9,-3.6,6.76,11.39,1017,,,63,11.99,302,,,,,75,803,Clouds,broken clouds,04d
1551736800,2019-03-04 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.2,8.2,5.77,10.99,1017,,,66,1.01,164,,,,,75,600,Snow,light snow,13d
1551740400,2019-03-04 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.11,7.11,5.18,9.37,1017,,,70,1.99,275,,,,,90,600,Snow,light snow,13d
1551744000,2019-03-05 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.44,6.44,5.18,8.38,1016,,,74,1.01,329,,,,,90,600,Snow,light snow,13d
1551747600,2019-03-05 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.68,5.68,3.76,7.39,1016,,,76,1.01,226,,,,,90,600,Snow,light snow,13n
1551751200,2019-03-05 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.83,-6.77,4.24,7.39,1016,,,78,11.01,300,,,,,90,600,Snow,light snow,13n
1551754800,2019-03-05 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.9,-6.7,3.76,7.39,1015,,,78,10,302,,,,,75,600,Snow,light snow,13n
1551758400,2019-03-05 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.43,-7.17,3.72,7.39,1016,,,80,8.99,298,,,,,90,600,Snow,light snow,13n
1551762000,2019-03-05 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.13,5.13,2.71,7.72,1016,,,79,1.01,315,,,,,75,803,Clouds,broken clouds,04n
1551765600,2019-03-05 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.34,-2.72,2.14,6.87,1016,,,79,4,302,,,,,90,804,Clouds,overcast clouds,04n
1551769200,2019-03-05 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,4.24,-2.07,2.37,6.3,1016,,,80,3,11,,,,,75,803,Clouds,broken clouds,04n
1551772800,2019-03-05 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,3.67,-6.21,0.52,6.39,1017,,,80,5.01,340,,,,,20,600,Snow,light snow,13n
1551776400,2019-03-05 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,3.04,-5.39,0.25,5.38,1016,,,81,4,317,,,,,1,800,Clear,sky is clear,01n
1551780000,2019-03-05 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,2.39,2.39,0.25,4.39,1017,,,81,1.01,308,,,,,1,800,Clear,sky is clear,01n
1551783600,2019-03-05 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,2.61,2.61,0.3,4.21,1018,,,80,1.01,312,,,,,1,800,Clear,sky is clear,01n
1551787200,2019-03-05 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,1.98,1.98,-0.69,3.4,1019,,,80,1.01,318,,,,,1,800,Clear,sky is clear,01n
1551790800,2019-03-05 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,1.99,1.99,-0.74,3.4,1019,,,80,1.01,305,,,,,20,801,Clouds,few clouds,02d
1551794400,2019-03-05 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,4.24,4.24,1.38,6.39,1020,,,78,1.99,315,,,,,75,803,Clouds,broken clouds,04d
1551798000,2019-03-05 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.88,0.21,5.5,10.11,1021,,,70,4,324,,,,,20,801,Clouds,few clouds,02d
1551801600,2019-03-05 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,10.29,10.29,8.19,12.11,1021,,,62,1.99,331,,,,,1,800,Clear,sky is clear,01d
1551805200,2019-03-05 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,11.66,3.16,9.14,15.12,1022,,,60,5.01,340,,,,,20,801,Clouds,few clouds,02d
1551808800,2019-03-05 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.61,5.68,10.18,15.12,1023,,,60,4,318,,,,,75,521,Rain,shower rain,09d
1551812400,2019-03-05 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.21,6.37,11.17,15.89,1023,,,60,4,316,,,0.25,,75,521,Rain,shower rain,09d
1551812400,2019-03-05 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.21,6.37,11.17,15.89,1023,,,60,4,316,,,0.25,,75,600,Snow,light snow,13d
1551816000,2019-03-05 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.77,8.17,12.54,17.01,1023,,,59,4,325,,,,,90,804,Clouds,overcast clouds,04d
1551819600,2019-03-05 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.66,6.76,13.44,18,1023,,,58,5.99,316,,,,,40,802,Clouds,scattered clouds,03d
1551823200,2019-03-05 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.55,10.71,13.71,17.11,1023,,,58,3,306,,,,,75,803,Clouds,broken clouds,04d
1551826800,2019-03-05 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.79,14.79,13.17,16.38,1023,,,57,1.99,256,,,,,40,802,Clouds,scattered clouds,03d
1551830400,2019-03-06 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.44,13.44,12.18,15.73,1024,,,58,1.99,282,,,,,20,801,Clouds,few clouds,02d
1551834000,2019-03-06 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,11.52,11.52,8.51,14.05,1024,,,62,1.01,341,,,,,20,801,Clouds,few clouds,02n
1551837600,2019-03-06 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.9,1.09,6.13,12.72,1024,,,65,5.01,296,,,,,1,800,Clear,sky is clear,01n
1551841200,2019-03-06 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.56,-3.69,5.14,11.37,1024,,,70,8.01,294,,,,,1,800,Clear,sky is clear,01n
1551844800,2019-03-06 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.43,-4.11,4.71,9.72,1024,,,74,7,290,,,,,20,801,Clouds,few clouds,02n
1551848400,2019-03-06 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.6,1.04,6.53,10.78,1024,,,76,4,300,,,,,90,804,Clouds,overcast clouds,04n
