Time,year,month,day,hour,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M,Energy (Wh)
2020-09-01 06:00:00,2020,9,1,6,46.21,0.22,0.15,81.06,19.95,2.57,0.01,0.05,12.11,77.25,97.98,218.33,0
2020-09-01 07:00:00,2020,9,1,7,163.04,0.38,0.15,70.91,68.5,8.83,0.08,0.38,13.3,71.88,98.04,210.81,213
2020-09-01 08:00:00,2020,9,1,8,284.9,0.44,0.16,60.56,124.4,16.55,0.25,1.23,14.3,68.19,98.03,201.18,622
2020-09-01 09:00:00,2020,9,1,9,393.73,0.47,0.12,51.03,171.62,22.79,0.46,2.3,15.26,66.0,98.02,195.21,1104
2020-09-01 10:00:00,2020,9,1,10,476.48,0.49,0.14,43.1,212.4,29.03,0.7,3.52,17.13,61.12,97.94,188.93,2455
2020-09-01 11:00:00,2020,9,1,11,590.21,0.56,0.16,37.98,267.38,36.71,0.95,4.85,20.63,46.19,97.87,187.98,3489
2020-09-01 12:00:00,2020,9,1,12,367.99,0.34,0.16,36.96,172.12,24.78,0.66,3.38,22.0,41.5,97.78,182.79,4087
2020-09-01 13:00:00,2020,9,1,13,379.67,0.38,0.16,40.36,177.77,25.35,0.66,3.35,22.44,41.5,97.69,180.23,1696
2020-09-01 14:00:00,2020,9,1,14,311.01,0.34,0.16,47.19,145.12,20.93,0.48,2.45,22.54,42.62,97.58,181.88,1711
2020-09-01 15:00:00,2020,9,1,15,365.95,0.49,0.16,56.12,162.15,21.68,0.38,1.9,22.38,44.31,97.48,188.34,1725
2020-09-01 16:00:00,2020,9,1,16,275.11,0.51,0.16,66.2,120.02,14.51,0.16,0.8,21.75,47.19,97.44,196.66,1658
2020-09-01 17:00:00,2020,9,1,17,170.63,0.55,0.17,76.77,71.5,7.65,0.03,0.17,20.37,54.38,97.41,200.18,1809
2020-09-01 18:00:00,2020,9,1,18,21.69,0.32,0.13,87.07,6.88,0.91,0.0,0.02,17.9,65.06,97.38,195.38,1157
2020-09-01 19:00:00,2020,9,1,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,16.64,70.19,97.36,193.83,56
2020-09-02 01:00:00,2020,9,2,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,12.93,87.5,97.27,262.6,0
2020-09-02 06:00:00,2020,9,2,6,114.05,0.56,0.19,81.32,47.3,4.63,0.02,0.08,12.8,78.69,97.45,276.52,2
2020-09-02 07:00:00,2020,9,2,7,301.76,0.7,0.19,71.11,129.83,13.98,0.11,0.52,15.53,68.12,97.52,280.53,212
2020-09-02 08:00:00,2020,9,2,8,488.3,0.75,0.17,60.78,214.12,25.62,0.35,1.8,18.74,58.5,97.6,280.52,572
2020-09-02 09:00:00,2020,9,2,9,647.21,0.77,0.16,51.27,286.15,36.16,0.7,3.4,21.26,50.56,97.68,282.03,558
2020-09-02 10:00:00,2020,9,2,10,762.09,0.78,0.16,43.39,339.52,44.24,1.02,5.02,22.96,45.25,97.73,282.93,1995
2020-09-02 11:00:00,2020,9,2,11,826.03,0.79,0.16,38.32,370.27,48.95,1.23,6.12,24.05,41.0,97.73,284.84,3315
2020-09-02 12:00:00,2020,9,2,12,838.29,0.79,0.16,37.33,375.05,49.66,1.27,6.33,24.69,38.0,97.7,287.33,4591
2020-09-02 13:00:00,2020,9,2,13,791.51,0.78,0.16,40.73,354.83,46.54,1.13,5.6,25.08,36.81,97.65,288.59,5130
2020-09-02 14:00:00,2020,9,2,14,692.8,0.77,0.16,47.54,310.52,39.8,0.85,4.17,25.3,36.81,97.59,287.52,5716
2020-09-02 15:00:00,2020,9,2,15,549.73,0.74,0.17,56.45,245.42,30.16,0.51,2.5,25.27,38.44,97.54,280.27,5276
2020-09-02 16:00:00,2020,9,2,16,371.68,0.7,0.18,66.51,165.02,18.71,0.2,1.02,25.0,42.38,97.49,260.11,4234
2020-09-02 17:00:00,2020,9,2,17,167.27,0.56,0.18,77.08,71.55,7.46,0.03,0.17,23.53,55.12,97.42,221.23,2797
2020-09-02 18:00:00,2020,9,2,18,23.53,0.38,0.15,87.3,7.65,0.94,0.0,0.02,19.51,65.69,97.35,185.89,1079
2020-09-02 19:00:00,2020,9,2,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,19.11,57.06,97.29,179.46,45
2020-09-03 06:00:00,2020,9,3,6,86.64,0.45,0.17,81.57,36.48,4.08,0.02,0.08,13.03,75.56,97.42,297.47,4
2020-09-03 07:00:00,2020,9,3,7,257.92,0.6,0.2,71.3,110.98,12.96,0.11,0.55,14.37,68.0,97.51,300.44,272
2020-09-03 08:00:00,2020,9,3,8,462.02,0.71,0.2,60.99,202.1,24.61,0.36,1.8,16.21,60.38,97.59,302.84,659
2020-09-03 09:00:00,2020,9,3,9,626.39,0.75,0.19,51.52,276.55,35.12,0.7,3.48,17.68,55.5,97.68,302.02,1181
2020-09-03 10:00:00,2020,9,3,10,748.47,0.77,0.18,43.68,332.9,43.56,1.04,5.17,18.66,52.94,97.75,299.52,2403
2020-09-03 11:00:00,2020,9,3,11,788.48,0.76,0.18,38.66,352.6,47.07,1.23,6.25,19.36,51.06,97.8,298.68,3674
2020-09-03 12:00:00,2020,9,3,12,805.9,0.76,0.18,37.7,359.27,47.76,1.27,6.48,19.79,49.0,97.85,299.86,3828
2020-09-03 13:00:00,2020,9,3,13,738.59,0.73,0.18,41.09,327.75,43.62,1.09,5.42,20.05,45.12,97.89,300.24,4780
2020-09-03 14:00:00,2020,9,3,14,692.34,0.77,0.18,47.89,306.33,39.37,0.84,4.1,20.09,40.69,97.94,299.6,5061
2020-09-03 15:00:00,2020,9,3,15,558.8,0.77,0.19,56.79,245.15,30.09,0.48,2.42,19.83,39.06,97.98,299.47,5257
2020-09-03 16:00:00,2020,9,3,16,375.12,0.71,0.21,66.83,162.33,18.45,0.18,0.92,19.26,39.06,98.01,299.23,4414
2020-09-03 17:00:00,2020,9,3,17,180.3,0.62,0.18,77.39,75.3,7.74,0.03,0.15,18.17,41.25,98.04,299.18,2931
2020-09-03 18:00:00,2020,9,3,18,25.94,0.45,0.16,87.52,8.17,0.97,0.0,0.02,15.69,49.56,98.07,298.54,1134
2020-09-03 19:00:00,2020,9,3,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,13.62,57.06,98.13,296.62,47
2020-09-04 01:00:00,2020,9,4,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.95,74.19,98.26,260.51,0
2020-09-04 06:00:00,2020,9,4,6,95.38,0.5,0.19,81.82,39.48,4.03,0.01,0.05,10.05,77.5,98.42,273.6,0
2020-09-04 07:00:00,2020,9,4,7,292.26,0.69,0.3,71.51,125.45,13.47,0.09,0.48,12.66,68.44,98.47,269.12,165
2020-09-04 08:00:00,2020,9,4,8,461.41,0.72,0.19,61.21,202.95,24.31,0.31,1.6,16.06,60.44,98.52,264.71,486
2020-09-04 09:00:00,2020,9,4,9,509.67,0.62,0.17,51.77,226.48,29.66,0.55,2.73,19.4,48.62,98.56,287.53,880
2020-09-04 10:00:00,2020,9,4,10,564.4,0.59,0.17,43.98,254.58,34.7,0.78,3.92,20.75,45.12,98.58,290.16,2070
2020-09-04 11:00:00,2020,9,4,11,679.9,0.66,0.17,39.01,305.75,41.2,1.0,5.0,21.7,43.19,98.58,290.81,2139
2020-09-04 12:00:00,2020,9,4,12,741.75,0.7,0.17,38.08,333.9,44.51,1.09,5.4,22.44,42.25,98.57,292.95,3311
2020-09-04 13:00:00,2020,9,4,13,738.08,0.73,0.17,41.47,332.15,43.52,1.0,4.95,22.8,42.19,98.56,296.65,3100
2020-09-04 14:00:00,2020,9,4,14,676.38,0.76,0.17,48.24,303.88,38.66,0.77,3.77,22.76,42.69,98.54,299.94,3639
2020-09-04 15:00:00,2020,9,4,15,517.94,0.71,0.18,57.12,230.73,28.41,0.45,2.23,22.54,43.44,98.52,299.12,5269
2020-09-04 16:00:00,2020,9,4,16,341.29,0.66,0.2,67.15,149.98,17.25,0.17,0.85,22.23,45.56,98.5,291.36,3758
2020-09-04 17:00:00,2020,9,4,17,150.98,0.53,0.17,77.71,64.17,6.93,0.03,0.15,21.54,54.12,98.49,270.95,2152
2020-09-04 18:00:00,2020,9,4,18,20.0,0.38,0.14,87.73,6.35,0.8,0.0,0.02,19.79,55.44,98.49,144.14,1139
2020-09-04 19:00:00,2020,9,4,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,17.48,63.44,98.52,130.16,55
2020-09-05 06:00:00,2020,9,5,6,93.12,0.51,0.2,82.07,38.38,3.91,0.01,0.05,12.08,87.44,98.91,265.02,0
2020-09-05 07:00:00,2020,9,5,7,275.58,0.66,0.2,71.71,118.5,12.68,0.09,0.45,14.64,74.0,98.97,275.21,156
2020-09-05 08:00:00,2020,9,5,8,458.21,0.72,0.19,61.43,201.83,23.75,0.31,1.6,17.46,63.25,99.01,280.26,483
2020-09-05 09:00:00,2020,9,5,9,614.8,0.74,0.18,52.02,273.58,34.02,0.63,3.1,20.16,53.62,99.03,287.16,528
2020-09-05 10:00:00,2020,9,5,10,729.91,0.76,0.17,44.27,326.6,41.88,0.93,4.6,22.24,45.44,99.03,295.69,2011
2020-09-05 11:00:00,2020,9,5,11,791.7,0.77,0.18,39.35,356.48,46.38,1.13,5.6,23.3,41.56,99.02,299.64,3402
2020-09-05 12:00:00,2020,9,5,12,787.3,0.75,0.17,38.45,352.02,45.28,1.11,5.5,23.78,40.0,99.0,301.12,4697
2020-09-05 13:00:00,2020,9,5,13,734.78,0.73,0.18,41.84,327.77,42.05,0.98,4.88,23.8,39.94,98.96,301.02,5045
2020-09-05 14:00:00,2020,9,5,14,598.35,0.67,0.18,48.6,265.95,33.8,0.7,3.48,24.08,39.56,98.89,301.93,5391
2020-09-05 15:00:00,2020,9,5,15,481.43,0.67,0.18,57.46,211.38,25.75,0.41,2.05,24.17,39.88,98.83,300.91,4181
2020-09-05 16:00:00,2020,9,5,16,308.84,0.6,0.19,67.48,132.88,15.34,0.16,0.8,23.83,40.94,98.77,285.52,3252
2020-09-05 17:00:00,2020,9,5,17,111.91,0.41,0.16,78.03,46.67,5.6,0.02,0.12,22.4,55.56,98.75,147.48,2071
2020-09-05 18:00:00,2020,9,5,18,14.51,0.3,0.12,87.94,4.3,0.58,0.0,0.0,18.82,64.81,98.74,120.07,538
2020-09-05 19:00:00,2020,9,5,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,16.26,67.0,98.75,114.31,20
2020-09-06 01:00:00,2020,9,6,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,15.65,74.38,98.29,142.21,0
2020-09-06 07:00:00,2020,9,6,7,203.98,0.49,0.16,71.91,88.02,10.09,0.08,0.4,17.15,90.31,97.34,146.33,262
2020-09-06 08:00:00,2020,9,6,8,390.73,0.62,0.16,61.65,174.85,20.77,0.29,1.45,20.24,85.12,97.27,171.12,677
2020-09-06 09:00:00,2020,9,6,9,555.05,0.68,0.17,52.27,251.9,30.83,0.59,2.88,23.61,77.62,97.2,203.01,995
2020-09-06 10:00:00,2020,9,6,10,501.87,0.52,0.16,44.56,232.65,30.81,0.73,3.77,25.58,70.12,97.16,229.36,2191
2020-09-06 11:00:00,2020,9,6,11,494.1,0.48,0.16,39.7,232.4,31.73,0.82,4.25,26.08,67.06,97.12,244.24,3419
2020-09-06 12:00:00,2020,9,6,12,429.7,0.41,0.16,38.83,200.58,26.1,0.67,3.48,26.81,63.44,97.11,260.7,1994
2020-09-06 13:00:00,2020,9,6,13,446.98,0.45,0.16,42.23,206.0,27.26,0.66,3.45,27.47,57.31,97.11,278.76,2443
2020-09-06 14:00:00,2020,9,6,14,503.88,0.57,0.18,48.96,226.3,28.93,0.62,3.1,27.31,50.25,97.16,292.53,2415
2020-09-06 15:00:00,2020,9,6,15,461.08,0.65,0.18,57.8,204.23,24.69,0.4,2.0,25.65,46.81,97.23,304.81,4445
2020-09-06 16:00:00,2020,9,6,16,266.93,0.53,0.16,67.8,117.35,14.34,0.16,0.77,23.3,49.81,97.34,312.8,3754
2020-09-06 17:00:00,2020,9,6,17,115.48,0.43,0.16,78.35,49.25,5.8,0.02,0.12,21.69,54.56,97.43,314.47,1573
2020-09-06 18:00:00,2020,9,6,18,12.32,0.28,0.12,88.13,3.65,0.52,0.0,0.0,20.21,58.69,97.48,313.01,359
2020-09-06 19:00:00,2020,9,6,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,19.23,59.31,97.57,309.39,14
2020-09-06 21:00:00,2020,9,6,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,16.52,63.75,97.75,306.87,0
2020-09-07 06:00:00,2020,9,7,6,42.16,0.24,0.15,82.55,18.3,2.45,0.01,0.05,10.12,71.06,98.1,336.43,0
2020-09-07 07:00:00,2020,9,7,7,176.1,0.43,0.2,72.12,75.3,9.58,0.08,0.4,11.34,64.88,98.16,342.02,238
2020-09-07 08:00:00,2020,9,7,8,227.2,0.36,0.15,61.88,102.67,14.62,0.23,1.12,12.05,60.88,98.25,342.98,786
2020-09-07 09:00:00,2020,9,7,9,251.99,0.31,0.16,52.52,118.77,17.36,0.37,1.85,12.48,59.0,98.29,345.7,1396
2020-09-07 10:00:00,2020,9,7,10,179.86,0.19,0.16,44.87,88.8,13.49,0.34,1.7,13.33,56.06,98.26,355.75,2168
2020-09-07 11:00:00,2020,9,7,11,113.41,0.11,0.15,40.05,60.8,9.45,0.24,1.27,13.68,54.69,98.32,344.58,1729
2020-09-07 12:00:00,2020,9,7,12,77.52,0.08,0.14,39.21,44.7,6.74,0.16,0.8,13.92,54.5,98.36,335.04,1259
2020-09-07 13:00:00,2020,9,7,13,140.79,0.14,0.15,42.6,72.73,10.91,0.27,1.38,14.01,56.0,98.37,334.1,844
2020-09-07 14:00:00,2020,9,7,14,172.69,0.2,0.15,49.32,83.67,12.45,0.28,1.45,14.3,57.06,98.36,337.57,358
2020-09-07 15:00:00,2020,9,7,15,107.68,0.15,0.14,58.15,51.12,7.55,0.13,0.62,13.3,62.12,98.39,339.36,181
2020-09-07 16:00:00,2020,9,7,16,81.29,0.16,0.14,68.13,37.35,5.31,0.06,0.3,12.44,68.94,98.44,336.14,232
2020-09-07 17:00:00,2020,9,7,17,32.62,0.12,0.12,78.67,13.95,1.95,0.01,0.05,11.62,77.31,98.52,327.66,215
2020-09-07 18:00:00,2020,9,7,18,8.2,0.21,0.1,88.32,2.05,0.3,0.0,0.0,10.58,86.5,98.62,319.78,9
2020-09-07 19:00:00,2020,9,7,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,10.0,88.94,98.71,325.41,0
2020-09-08 03:00:00,2020,9,8,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,6.78,86.44,99.07,354.85,0
2020-09-08 06:00:00,2020,9,8,6,32.48,0.2,0.15,82.79,14.0,1.84,0.01,0.02,5.61,88.38,99.2,2.99,0
2020-09-08 07:00:00,2020,9,8,7,36.54,0.09,0.12,72.33,14.52,2.04,0.02,0.08,6.15,84.88,99.26,359.23,87
2020-09-08 08:00:00,2020,9,8,8,107.69,0.17,0.14,62.09,50.02,7.16,0.11,0.52,6.72,80.5,99.36,6.72,97
2020-09-08 09:00:00,2020,9,8,9,193.96,0.24,0.15,52.78,91.58,12.94,0.27,1.3,7.56,74.56,99.4,15.44,612
2020-09-08 10:00:00,2020,9,8,10,544.65,0.58,0.16,45.16,241.65,30.56,0.72,3.67,8.62,69.31,99.44,15.18,1158
2020-09-08 11:00:00,2020,9,8,11,276.97,0.27,0.16,40.4,133.9,19.08,0.5,2.55,9.12,67.56,99.47,9.85,3006
2020-09-08 12:00:00,2020,9,8,12,191.9,0.19,0.16,39.59,95.98,14.12,0.36,1.85,9.3,68.0,99.41,18.67,1463
2020-09-08 13:00:00,2020,9,8,13,238.72,0.24,0.16,42.98,115.45,16.84,0.41,2.12,10.06,62.69,99.22,25.92,1193
2020-09-08 14:00:00,2020,9,8,14,151.87,0.17,0.15,49.69,72.92,10.81,0.23,1.2,11.06,56.31,99.27,17.78,1390
2020-09-08 15:00:00,2020,9,8,15,144.14,0.2,0.15,58.49,66.73,9.62,0.16,0.83,10.9,56.5,99.31,15.61,806
2020-09-08 16:00:00,2020,9,8,16,75.3,0.16,0.14,68.46,33.48,4.71,0.05,0.25,11.55,54.12,99.42,353.77,701
2020-09-08 17:00:00,2020,9,8,17,23.59,0.09,0.12,79.0,9.73,1.38,0.01,0.02,10.16,63.12,99.4,19.79,192
2020-09-08 18:00:00,2020,9,8,18,7.11,0.2,0.1,88.5,1.67,0.23,0.0,0.0,8.3,76.12,99.39,46.95,44
2020-09-08 19:00:00,2020,9,8,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,8.32,67.38,99.43,68.12,0
2020-09-08 23:00:00,2020,9,8,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,6.08,92.5,99.57,209.02,0
2020-09-09 07:00:00,2020,9,9,7,49.68,0.12,0.13,72.53,20.52,2.76,0.02,0.1,5.76,91.38,99.58,53.32,3
2020-09-09 08:00:00,2020,9,9,8,91.9,0.15,0.14,62.32,41.33,5.59,0.08,0.4,6.83,87.69,99.71,55.86,56
2020-09-09 09:00:00,2020,9,9,9,99.59,0.12,0.14,53.04,46.88,6.47,0.12,0.6,7.93,82.94,99.81,82.49,180
2020-09-09 10:00:00,2020,9,9,10,126.07,0.13,0.15,45.47,62.02,8.59,0.19,0.98,8.32,81.25,99.8,81.77,441
2020-09-09 11:00:00,2020,9,9,11,133.19,0.13,0.15,40.75,67.62,9.27,0.23,1.15,8.22,81.56,99.76,80.16,470
2020-09-09 12:00:00,2020,9,9,12,133.49,0.13,0.15,39.98,68.4,9.39,0.23,1.17,9.24,78.06,99.74,59.55,710
2020-09-09 13:00:00,2020,9,9,13,144.98,0.15,0.15,43.37,72.08,9.86,0.23,1.17,9.89,75.25,99.73,39.47,555
2020-09-09 14:00:00,2020,9,9,14,132.27,0.16,0.15,50.05,64.73,8.98,0.19,0.95,9.95,74.19,99.73,22.23,838
2020-09-09 15:00:00,2020,9,9,15,80.34,0.12,0.13,58.84,38.02,5.33,0.09,0.42,9.87,73.81,99.72,2.86,715
2020-09-09 16:00:00,2020,9,9,16,88.2,0.18,0.14,68.8,39.77,5.46,0.06,0.3,9.67,74.12,99.71,3.62,528
2020-09-09 17:00:00,2020,9,9,17,40.66,0.16,0.14,79.32,17.23,2.31,0.01,0.05,9.28,76.94,99.72,13.31,435
2020-09-09 18:00:00,2020,9,9,18,8.95,0.29,0.12,88.66,2.48,0.34,0.0,0.0,7.96,84.88,99.76,29.48,427
2020-09-09 19:00:00,2020,9,9,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,6.78,85.88,99.8,46.42,32
2020-09-10 05:00:00,2020,9,10,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,3.25,100.0,99.88,341.37,0
2020-09-10 06:00:00,2020,9,10,6,37.32,0.23,0.14,83.25,15.98,2.11,0.01,0.02,3.98,96.31,99.92,356.07,0
2020-09-10 07:00:00,2020,9,10,7,139.21,0.35,0.15,72.74,60.35,7.91,0.06,0.3,4.99,90.81,99.93,16.6,175
2020-09-10 08:00:00,2020,9,10,8,259.34,0.42,0.15,62.55,113.3,14.86,0.22,1.08,6.65,82.75,99.95,44.24,843
2020-09-10 09:00:00,2020,9,10,9,362.63,0.45,0.16,53.3,161.5,21.59,0.43,2.15,8.7,72.81,99.95,63.92,1287
2020-09-10 10:00:00,2020,9,10,10,509.11,0.55,0.16,45.77,225.08,29.91,0.7,3.55,10.38,65.31,99.93,81.45,2665
2020-09-10 11:00:00,2020,9,10,11,624.77,0.62,0.17,41.1,278.75,36.68,0.93,4.77,11.64,60.25,99.88,100.49,3772
2020-09-10 12:00:00,2020,9,10,12,669.07,0.66,0.17,40.36,297.55,38.69,0.98,5.1,13.11,55.62,99.82,113.57,4338
2020-09-10 13:00:00,2020,9,10,13,693.43,0.72,0.17,43.75,305.42,39.04,0.91,4.55,14.56,52.19,99.76,112.52,4964
2020-09-10 14:00:00,2020,9,10,14,623.8,0.73,0.17,50.42,273.9,33.84,0.68,3.35,15.4,49.81,99.69,94.7,5540
2020-09-10 15:00:00,2020,9,10,15,479.79,0.7,0.18,59.19,208.17,24.73,0.38,1.9,15.61,48.75,99.64,75.11,5232
2020-09-10 16:00:00,2020,9,10,16,310.32,0.65,0.2,69.13,131.42,14.45,0.13,0.67,15.26,48.81,99.6,72.76,4200
2020-09-10 17:00:00,2020,9,10,17,125.45,0.52,0.2,79.65,50.4,5.34,0.02,0.1,14.2,57.5,99.58,88.17,2179
2020-09-10 18:00:00,2020,9,10,18,10.12,0.37,0.12,88.83,2.92,0.38,0.0,0.0,12.28,58.69,99.57,114.15,817
2020-09-10 19:00:00,2020,9,10,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,10.87,61.62,99.6,131.38,18
2020-09-11 01:00:00,2020,9,11,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,6.0,95.31,99.6,187.39,0
2020-09-11 06:00:00,2020,9,11,6,53.94,0.35,0.24,83.48,20.9,2.51,0.01,0.02,5.83,98.31,99.51,93.08,0
2020-09-11 07:00:00,2020,9,11,7,155.53,0.4,0.16,72.95,65.88,7.6,0.05,0.27,8.36,83.19,99.48,98.64,110
2020-09-11 08:00:00,2020,9,11,8,217.0,0.35,0.15,62.77,98.7,12.96,0.2,0.92,10.73,72.25,99.44,108.67,484
2020-09-11 09:00:00,2020,9,11,9,313.41,0.39,0.16,53.55,144.02,18.97,0.38,1.9,12.49,64.56,99.39,116.34,1132
2020-09-11 10:00:00,2020,9,11,10,311.84,0.34,0.16,46.08,147.92,20.01,0.47,2.4,13.95,58.62,99.3,119.05,2032
2020-09-11 11:00:00,2020,9,11,11,214.83,0.21,0.16,41.46,106.75,14.84,0.38,1.92,15.38,53.12,99.2,120.57,2862
2020-09-11 12:00:00,2020,9,11,12,109.63,0.11,0.16,40.74,54.8,6.66,0.16,0.8,16.74,48.88,99.09,121.6,2206
2020-09-11 13:00:00,2020,9,11,13,118.16,0.12,0.15,44.14,57.27,6.93,0.16,0.8,17.38,47.06,99.0,124.88,1426
2020-09-11 14:00:00,2020,9,11,14,125.63,0.15,0.15,50.79,59.3,7.23,0.15,0.73,16.88,49.25,98.91,125.33,1006
2020-09-11 15:00:00,2020,9,11,15,57.34,0.09,0.13,59.53,25.88,3.14,0.05,0.25,16.04,54.25,98.82,122.37,980
2020-09-11 16:00:00,2020,9,11,16,42.26,0.09,0.13,69.47,17.95,2.23,0.02,0.1,14.78,63.94,98.78,121.13,522
2020-09-11 17:00:00,2020,9,11,17,23.67,0.1,0.14,79.98,9.88,1.27,0.01,0.02,13.54,75.62,98.75,117.3,332
2020-09-11 18:00:00,2020,9,11,18,4.93,0.2,0.08,88.98,1.0,0.15,0.0,0.0,12.48,83.94,98.71,111.52,36
2020-09-11 19:00:00,2020,9,11,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,11.73,89.62,98.67,111.32,0
2020-09-11 21:00:00,2020,9,11,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,11.39,95.38,98.53,124.69,0
2020-09-12 07:00:00,2020,9,12,7,135.11,0.34,0.16,73.16,57.52,6.84,0.05,0.25,12.8,95.94,97.89,301.2,50
2020-09-12 08:00:00,2020,9,12,8,175.11,0.29,0.14,63.01,80.25,10.72,0.16,0.8,14.23,93.56,97.95,284.5,325
2020-09-12 09:00:00,2020,9,12,9,247.29,0.31,0.16,53.82,115.45,15.95,0.34,1.65,15.61,88.12,97.92,290.56,875
2020-09-12 10:00:00,2020,9,12,10,287.1,0.31,0.16,46.39,137.17,19.3,0.48,2.45,16.79,80.75,97.91,286.46,1224
2020-09-12 11:00:00,2020,9,12,11,272.13,0.27,0.16,41.81,132.05,18.96,0.51,2.65,17.35,76.56,97.89,281.77,2219
2020-09-12 12:00:00,2020,9,12,12,282.06,0.28,0.16,41.13,136.2,19.26,0.52,2.7,17.55,74.62,97.87,279.63,1798
2020-09-12 13:00:00,2020,9,12,13,374.89,0.39,0.16,44.53,174.12,23.47,0.59,3.02,17.87,72.06,97.83,280.15,1687
2020-09-12 14:00:00,2020,9,12,14,300.01,0.36,0.16,51.16,137.6,18.51,0.4,2.0,18.4,68.19,97.81,282.85,1996
2020-09-12 15:00:00,2020,9,12,15,218.35,0.32,0.15,59.88,99.17,13.34,0.22,1.08,18.09,67.25,97.82,288.94,1396
2020-09-12 16:00:00,2020,9,12,16,119.77,0.26,0.15,69.8,50.75,6.41,0.06,0.33,17.69,68.81,97.87,298.35,643
2020-09-12 17:00:00,2020,9,12,17,48.55,0.21,0.15,80.31,19.85,2.48,0.01,0.05,16.65,75.06,97.92,307.94,261
2020-09-12 18:00:00,2020,9,12,18,6.12,0.3,0.1,89.12,1.45,0.22,0.0,0.0,14.61,84.31,97.98,311.85,308
2020-09-12 19:00:00,2020,9,12,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,13.04,91.06,98.03,312.56,17
2020-09-13 03:00:00,2020,9,13,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,8.99,100.0,98.23,268.75,0
2020-09-13 07:00:00,2020,9,13,7,210.36,0.55,0.16,73.38,91.33,10.36,0.07,0.35,11.82,88.62,98.48,258.14,127
2020-09-13 08:00:00,2020,9,13,8,398.47,0.66,0.2,63.24,176.15,20.78,0.27,1.35,14.96,77.38,98.54,273.89,629
2020-09-13 09:00:00,2020,9,13,9,565.48,0.72,0.18,54.09,252.4,30.94,0.55,2.73,17.87,67.19,98.6,288.43,1380
2020-09-13 10:00:00,2020,9,13,10,678.22,0.73,0.17,46.7,305.8,38.63,0.84,4.1,19.75,61.31,98.62,289.75,2366
2020-09-13 11:00:00,2020,9,13,11,741.2,0.74,0.18,42.17,334.27,42.89,1.02,5.02,21.17,57.5,98.61,287.97,3467
2020-09-13 12:00:00,2020,9,13,12,620.12,0.62,0.15,41.52,273.3,33.6,0.8,4.12,21.9,55.62,98.61,287.49,4307
2020-09-13 13:00:00,2020,9,13,13,643.33,0.67,0.14,44.91,281.6,34.22,0.74,3.7,22.53,54.38,98.62,288.95,4449
2020-09-13 14:00:00,2020,9,13,14,543.12,0.65,0.14,51.53,235.33,28.08,0.53,2.6,22.82,54.12,98.62,292.61,4135
2020-09-13 15:00:00,2020,9,13,15,375.48,0.56,0.14,60.23,161.7,19.0,0.27,1.38,22.82,54.88,98.64,299.59,3748
2020-09-13 16:00:00,2020,9,13,16,203.43,0.45,0.13,70.14,86.52,10.18,0.09,0.45,22.19,58.56,98.68,316.41,2763
2020-09-13 17:00:00,2020,9,13,17,71.02,0.33,0.16,80.64,30.48,3.78,0.02,0.08,20.01,73.5,98.74,350.17,1345
2020-09-13 18:00:00,2020,9,13,18,6.94,0.39,0.09,89.24,1.52,0.21,0.0,0.0,16.64,79.56,98.83,16.24,314
2020-09-13 19:00:00,2020,9,13,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,15.79,75.5,98.95,28.34,4
2020-09-13 23:00:00,2020,9,13,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,11.78,75.12,99.23,49.52,0
2020-09-14 06:00:00,2020,9,14,6,38.09,0.28,0.16,84.14,14.38,1.76,0.01,0.02,9.68,93.88,99.41,92.6,0
