Time,year,month,day,hour,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M,Energy (Wh)
2021-02-16 16:00:00,2021,2,16,16,196.21,0.72,0.62,78.65,75.4,8.83,0.02,0.12,-13.09,75.75,98.97,192.32,83
2021-02-16 17:00:00,2021,2,16,17,26.75,0.49,0.48,87.77,7.55,1.02,0.0,0.02,-14.2,70.0,98.98,248.43,0
2021-02-17 00:00:00,2021,2,17,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-21.27,100.0,99.15,164.02,0
2021-02-17 07:00:00,2021,2,17,7,33.45,0.49,0.5,87.2,11.2,1.48,0.01,0.02,-19.59,97.19,99.23,143.67,0
2021-02-17 08:00:00,2021,2,17,8,172.55,0.59,0.66,77.84,72.08,9.57,0.03,0.15,-17.99,94.38,99.28,145.1,0
2021-02-17 09:00:00,2021,2,17,9,284.0,0.58,0.59,69.27,125.98,18.11,0.13,0.7,-16.64,93.0,99.32,148.15,48
2021-02-17 10:00:00,2021,2,17,10,489.64,0.76,0.7,62.38,214.3,31.02,0.34,1.8,-15.06,90.69,99.34,158.52,92
2021-02-17 11:00:00,2021,2,17,11,440.8,0.59,0.62,57.87,205.95,30.4,0.42,2.2,-13.79,89.19,99.34,164.74,156
2021-02-17 12:00:00,2021,2,17,12,548.8,0.71,0.66,56.34,248.98,36.55,0.53,2.75,-13.2,89.62,99.29,170.56,123
2021-02-17 13:00:00,2021,2,17,13,474.16,0.64,0.59,58.06,215.73,31.68,0.45,2.3,-12.47,88.06,99.25,176.64,112
2021-02-17 14:00:00,2021,2,17,14,402.27,0.63,0.59,62.73,180.83,26.43,0.31,1.62,-12.05,87.0,99.24,182.01,69
2021-02-17 15:00:00,2021,2,17,15,267.55,0.55,0.58,69.73,119.35,16.74,0.12,0.65,-11.98,87.25,99.27,182.68,44
2021-02-17 16:00:00,2021,2,17,16,153.3,0.55,0.62,78.38,70.75,8.81,0.03,0.15,-12.17,89.75,99.29,180.39,0
2021-02-17 17:00:00,2021,2,17,17,24.66,0.42,0.46,87.61,7.92,1.14,0.01,0.02,-13.29,95.19,99.31,174.2,0
2021-02-17 20:00:00,2021,2,17,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-15.78,97.88,99.42,166.43,0
2021-02-18 06:00:00,2021,2,18,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-16.66,99.38,99.53,201.72,0
2021-02-18 08:00:00,2021,2,18,8,126.02,0.42,0.62,77.55,57.6,8.63,0.04,0.2,-15.49,97.62,99.6,186.34,0
2021-02-18 09:00:00,2021,2,18,9,256.35,0.52,0.56,68.96,116.55,17.18,0.16,0.8,-13.27,93.81,99.62,195.9,17
2021-02-18 10:00:00,2021,2,18,10,365.61,0.56,0.55,62.05,167.65,24.57,0.33,1.67,-11.27,88.12,99.62,214.07,106
2021-02-18 11:00:00,2021,2,18,11,525.82,0.7,0.62,57.52,234.98,34.76,0.55,2.77,-10.45,85.5,99.59,222.21,141
2021-02-18 12:00:00,2021,2,18,12,572.37,0.73,0.6,55.99,253.92,37.55,0.62,3.1,-10.06,84.69,99.53,226.72,126
2021-02-18 13:00:00,2021,2,18,13,567.16,0.77,0.62,57.72,247.17,36.27,0.55,2.8,-9.9,84.19,99.47,235.06,73
2021-02-18 14:00:00,2021,2,18,14,467.07,0.73,0.65,62.41,204.27,29.7,0.36,1.88,-9.85,83.69,99.44,245.67,86
2021-02-18 15:00:00,2021,2,18,15,328.45,0.67,0.69,69.45,142.45,20.25,0.16,0.8,-9.88,83.38,99.43,254.15,58
2021-02-18 16:00:00,2021,2,18,16,160.27,0.56,0.68,78.12,68.0,9.14,0.03,0.15,-10.21,87.62,99.42,257.97,0
2021-02-18 17:00:00,2021,2,18,17,28.02,0.45,0.48,87.45,8.7,1.25,0.01,0.02,-11.88,92.5,99.41,258.12,0
2021-02-19 02:00:00,2021,2,19,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-15.99,100.0,99.2,281.89,0
2021-02-19 07:00:00,2021,2,19,7,41.99,0.54,0.5,86.77,12.8,1.58,0.01,0.02,-17.75,100.0,99.25,311.63,0
2021-02-19 08:00:00,2021,2,19,8,205.06,0.66,0.51,77.27,82.05,9.92,0.03,0.17,-16.31,98.5,99.29,312.06,4
2021-02-19 09:00:00,2021,2,19,9,395.38,0.78,0.56,68.64,164.48,21.19,0.14,0.75,-14.29,96.94,99.29,311.14,51
2021-02-19 10:00:00,2021,2,19,10,536.13,0.81,0.57,61.71,227.2,31.41,0.32,1.75,-11.03,88.12,99.28,304.09,187
2021-02-19 11:00:00,2021,2,19,11,632.2,0.84,0.64,57.16,270.8,39.54,0.5,2.7,-9.78,85.44,99.25,303.55,398
2021-02-19 12:00:00,2021,2,19,12,663.16,0.84,0.59,55.63,284.15,41.1,0.55,2.9,-9.2,84.62,99.21,302.75,398
2021-02-19 13:00:00,2021,2,19,13,623.98,0.83,0.55,57.38,265.85,37.66,0.48,2.55,-8.41,81.31,99.17,301.46,564
2021-02-19 14:00:00,2021,2,19,14,538.01,0.83,0.58,62.1,228.3,31.27,0.32,1.75,-7.87,78.69,99.15,301.11,651
2021-02-19 15:00:00,2021,2,19,15,392.58,0.79,0.57,69.16,163.65,20.73,0.13,0.73,-7.8,77.81,99.15,299.96,583
2021-02-19 16:00:00,2021,2,19,16,209.8,0.72,0.53,77.87,82.52,9.33,0.03,0.15,-8.2,83.31,99.16,296.83,218
2021-02-19 17:00:00,2021,2,19,17,33.39,0.5,0.48,87.27,10.2,1.4,0.01,0.02,-9.19,78.19,99.18,277.35,10
2021-02-19 22:00:00,2021,2,19,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-18.63,100.0,99.26,204.56,0
2021-02-20 07:00:00,2021,2,20,7,47.52,0.57,0.52,86.55,14.67,1.77,0.01,0.02,-20.01,99.75,99.1,162.98,11
2021-02-20 08:00:00,2021,2,20,8,228.57,0.73,0.57,76.97,91.38,10.59,0.03,0.2,-17.27,97.12,99.1,157.4,110
2021-02-20 09:00:00,2021,2,20,9,408.2,0.8,0.61,68.33,171.62,22.38,0.17,0.9,-14.49,94.38,99.09,156.12,283
2021-02-20 10:00:00,2021,2,20,10,538.4,0.8,0.61,61.38,230.95,32.49,0.38,2.02,-12.22,91.94,99.07,157.15,727
2021-02-20 11:00:00,2021,2,20,11,617.44,0.81,0.61,56.81,269.38,38.8,0.55,2.88,-10.17,90.38,99.03,159.84,1228
2021-02-20 12:00:00,2021,2,20,12,651.54,0.82,0.6,55.28,284.12,41.12,0.62,3.2,-8.03,87.06,98.96,165.03,1807
2021-02-20 13:00:00,2021,2,20,13,620.45,0.82,0.61,57.03,269.62,38.84,0.55,2.85,-6.29,85.0,98.87,167.42,2428
2021-02-20 14:00:00,2021,2,20,14,521.05,0.79,0.62,61.79,225.42,31.58,0.37,1.95,-5.1,83.94,98.81,168.66,1829
2021-02-20 15:00:00,2021,2,20,15,355.59,0.71,0.6,68.88,152.65,20.45,0.16,0.83,-4.49,84.44,98.78,166.97,761
2021-02-20 16:00:00,2021,2,20,16,176.83,0.59,0.54,77.6,73.5,9.12,0.03,0.17,-5.17,90.81,98.75,156.49,169
2021-02-20 17:00:00,2021,2,20,17,30.78,0.44,0.46,87.09,10.2,1.38,0.01,0.02,-7.66,97.5,98.75,149.86,10
2021-02-21 04:00:00,2021,2,21,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-6.88,100.0,98.66,150.27,0
2021-02-21 07:00:00,2021,2,21,7,22.2,0.25,0.48,86.31,8.45,1.25,0.0,0.02,-7.01,99.31,98.46,121.65,3
2021-02-21 08:00:00,2021,2,21,8,98.52,0.3,0.64,76.67,47.83,7.04,0.03,0.15,-6.59,98.19,98.41,119.99,74
2021-02-21 09:00:00,2021,2,21,9,196.67,0.38,0.64,68.01,98.12,14.49,0.12,0.65,-5.78,96.94,98.35,117.04,261
2021-02-21 10:00:00,2021,2,21,10,221.67,0.33,0.59,61.03,112.83,16.77,0.21,1.1,-5.28,96.38,98.26,110.39,541
2021-02-21 11:00:00,2021,2,21,11,361.49,0.47,0.65,56.45,182.55,26.98,0.41,2.12,-4.61,95.25,98.19,114.23,664
2021-02-21 12:00:00,2021,2,21,12,303.94,0.38,0.6,54.91,155.45,23.11,0.35,1.8,-4.27,95.06,98.1,112.3,451
2021-02-21 13:00:00,2021,2,21,13,352.59,0.46,0.64,56.69,178.5,26.48,0.39,2.02,-4.14,95.0,98.03,106.98,439
2021-02-21 14:00:00,2021,2,21,14,279.69,0.42,0.64,61.47,141.05,20.9,0.25,1.33,-4.04,94.88,97.97,97.95,407
2021-02-21 15:00:00,2021,2,21,15,222.61,0.44,0.67,68.59,108.42,16.01,0.12,0.62,-3.96,94.88,97.91,93.47,295
2021-02-21 16:00:00,2021,2,21,16,109.44,0.36,0.67,77.34,54.42,7.61,0.02,0.12,-4.12,96.0,97.82,92.59,159
2021-02-21 17:00:00,2021,2,21,17,28.53,0.38,0.49,86.9,10.1,1.38,0.01,0.02,-5.52,98.69,97.76,94.76,17
2021-02-22 00:00:00,2021,2,22,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-10.02,100.0,97.54,256.58,0
2021-02-22 07:00:00,2021,2,22,7,38.34,0.4,0.51,86.06,14.6,1.98,0.01,0.02,-8.77,97.0,97.05,205.39,15
2021-02-22 08:00:00,2021,2,22,8,172.31,0.52,0.62,76.37,76.42,10.66,0.03,0.2,-6.97,93.56,97.01,209.51,147
2021-02-22 09:00:00,2021,2,22,9,382.0,0.73,0.69,67.68,169.27,23.23,0.16,0.88,-4.7,92.94,96.95,210.52,313
2021-02-22 10:00:00,2021,2,22,10,466.73,0.69,0.64,60.68,214.62,31.27,0.34,1.88,-2.31,93.31,96.89,212.43,1287
2021-02-22 11:00:00,2021,2,22,11,483.16,0.62,0.62,56.09,235.92,34.78,0.45,2.4,-0.45,93.69,96.84,215.33,2127
2021-02-22 12:00:00,2021,2,22,12,541.32,0.67,0.65,54.55,274.08,39.62,0.55,2.83,0.3,93.56,96.76,215.89,3319
2021-02-22 13:00:00,2021,2,22,13,477.08,0.62,0.63,56.34,240.1,34.42,0.46,2.42,0.87,92.12,96.67,216.09,2680
2021-02-22 14:00:00,2021,2,22,14,418.65,0.62,0.6,61.15,194.5,28.2,0.31,1.7,1.47,90.31,96.58,216.3,1868
2021-02-22 15:00:00,2021,2,22,15,267.99,0.52,0.56,68.3,124.6,17.84,0.13,0.7,1.86,89.38,96.53,220.09,699
2021-02-22 16:00:00,2021,2,22,16,130.65,0.42,0.57,77.09,61.9,8.23,0.03,0.15,1.55,91.44,96.53,226.64,238
2021-02-22 17:00:00,2021,2,22,17,32.62,0.41,0.49,86.7,11.38,1.6,0.01,0.02,1.08,94.56,96.52,233.05,137
2021-02-22 20:00:00,2021,2,22,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,1.4,97.0,96.71,286.03,0
2021-02-23 06:00:00,2021,2,23,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-4.1,100.0,97.44,273.45,0
2021-02-23 07:00:00,2021,2,23,7,45.8,0.45,0.52,85.8,16.88,2.28,0.01,0.02,-4.25,98.69,97.45,270.45,412
2021-02-23 08:00:00,2021,2,23,8,144.13,0.43,0.6,76.06,66.73,9.59,0.04,0.2,-2.38,91.94,97.46,266.55,1045
2021-02-23 09:00:00,2021,2,23,9,249.29,0.47,0.59,67.35,118.77,17.7,0.15,0.8,-0.46,86.69,97.46,259.44,1379
2021-02-23 10:00:00,2021,2,23,10,338.99,0.49,0.59,60.34,168.45,24.53,0.3,1.62,0.97,85.44,97.46,248.85,1841
2021-02-23 11:00:00,2021,2,23,11,336.34,0.43,0.59,55.72,173.23,25.85,0.39,2.0,2.24,79.75,97.46,243.92,2012
2021-02-23 12:00:00,2021,2,23,12,471.48,0.58,0.62,54.19,230.58,33.85,0.53,2.67,2.75,77.31,97.44,231.24,1666
2021-02-23 13:00:00,2021,2,23,13,377.16,0.48,0.58,55.99,189.95,27.8,0.42,2.15,2.44,81.06,97.38,223.31,1765
2021-02-23 14:00:00,2021,2,23,14,369.2,0.55,0.59,60.83,176.95,26.16,0.34,1.8,2.07,85.75,97.3,200.18,1049
2021-02-23 15:00:00,2021,2,23,15,277.58,0.53,0.59,68.02,134.85,18.59,0.16,0.85,1.47,90.0,97.25,122.47,1273
2021-02-23 16:00:00,2021,2,23,16,133.12,0.42,0.57,76.82,62.35,8.59,0.03,0.17,0.6,95.56,97.23,100.16,751
2021-02-23 17:00:00,2021,2,23,17,30.24,0.36,0.48,86.51,11.45,1.66,0.01,0.02,-0.33,99.69,97.22,92.56,102
2021-02-24 02:00:00,2021,2,24,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.5,100.0,97.36,353.62,0
2021-02-24 07:00:00,2021,2,24,7,49.8,0.46,0.51,85.53,18.6,2.38,0.01,0.02,-2.06,92.5,98.08,332.96,234
2021-02-24 08:00:00,2021,2,24,8,212.64,0.62,0.46,75.75,90.73,10.97,0.05,0.27,-1.58,86.06,98.23,338.59,1072
2021-02-24 09:00:00,2021,2,24,9,398.41,0.73,0.48,67.02,172.08,22.39,0.23,1.15,-0.75,74.19,98.37,346.02,1780
2021-02-24 10:00:00,2021,2,24,10,551.23,0.8,0.49,59.98,238.77,32.85,0.47,2.4,0.28,63.31,98.48,348.93,3694
2021-02-24 11:00:00,2021,2,24,11,626.38,0.8,0.47,55.35,271.95,38.17,0.66,3.27,1.17,59.06,98.57,343.73,5657
2021-02-24 12:00:00,2021,2,24,12,681.55,0.83,0.46,53.82,292.98,41.13,0.73,3.62,1.76,57.69,98.63,334.7,6898
2021-02-24 13:00:00,2021,2,24,13,648.87,0.83,0.45,55.64,278.02,38.37,0.61,3.1,2.16,57.75,98.66,327.17,6886
2021-02-24 14:00:00,2021,2,24,14,557.58,0.81,0.42,60.51,236.62,31.3,0.39,2.05,2.33,58.44,98.7,322.15,6265
2021-02-24 15:00:00,2021,2,24,15,415.42,0.79,0.42,67.73,173.65,21.3,0.16,0.88,2.17,59.94,98.75,318.19,5060
2021-02-24 16:00:00,2021,2,24,16,232.29,0.72,0.44,76.56,93.42,10.25,0.03,0.17,0.93,67.56,98.81,315.09,1928
2021-02-24 17:00:00,2021,2,24,17,48.73,0.55,0.5,86.3,15.48,1.84,0.01,0.02,-2.72,78.06,98.88,308.77,220
2021-02-24 18:00:00,2021,2,24,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-3.85,79.31,98.97,299.55,0
2021-02-24 22:00:00,2021,2,24,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.17,87.0,99.18,290.45,0
2021-02-25 06:00:00,2021,2,25,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-7.78,100.0,99.31,292.15,0
2021-02-25 07:00:00,2021,2,25,7,65.5,0.57,0.5,85.25,21.92,2.52,0.01,0.02,-7.04,98.44,99.35,287.77,505
2021-02-25 08:00:00,2021,2,25,8,237.27,0.68,0.49,75.44,96.55,11.48,0.04,0.2,-4.92,89.94,99.4,281.17,1183
2021-02-25 09:00:00,2021,2,25,9,411.09,0.75,0.49,66.69,173.12,22.47,0.17,0.92,-3.06,81.88,99.4,267.5,1905
2021-02-25 10:00:00,2021,2,25,10,480.16,0.69,0.45,59.62,208.6,28.78,0.34,1.8,-0.88,66.12,99.36,256.43,3852
2021-02-25 11:00:00,2021,2,25,11,575.38,0.72,0.46,54.98,249.33,35.2,0.5,2.55,0.48,59.25,99.32,250.8,6040
2021-02-25 12:00:00,2021,2,25,12,666.63,0.8,0.45,53.45,285.08,39.66,0.57,2.92,1.44,56.62,99.25,247.31,7018
2021-02-25 13:00:00,2021,2,25,13,640.77,0.81,0.43,55.29,272.9,37.36,0.49,2.6,2.15,56.0,99.14,246.02,6950
2021-02-25 14:00:00,2021,2,25,14,563.57,0.81,0.45,60.19,237.75,31.59,0.33,1.85,2.5,56.56,99.06,246.82,6316
2021-02-25 15:00:00,2021,2,25,15,418.45,0.79,0.45,67.44,173.08,21.47,0.14,0.77,2.48,58.19,98.98,247.15,4990
2021-02-25 16:00:00,2021,2,25,16,236.52,0.72,0.47,76.3,94.08,10.49,0.03,0.15,1.38,65.88,98.92,243.6,1921
2021-02-25 17:00:00,2021,2,25,17,51.72,0.55,0.48,86.09,16.35,1.91,0.01,0.02,-2.29,77.94,98.88,233.33,246
2021-02-25 18:00:00,2021,2,25,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-3.81,80.38,98.87,221.67,0
2021-02-26 04:00:00,2021,2,26,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.22,87.44,98.26,189.11,0
2021-02-26 06:00:00,2021,2,26,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.08,91.44,98.11,182.25,0
2021-02-26 07:00:00,2021,2,26,7,52.7,0.43,0.54,84.96,19.58,2.54,0.01,0.02,-4.0,88.69,98.09,185.78,562
2021-02-26 08:00:00,2021,2,26,8,176.05,0.49,0.53,75.12,76.17,10.24,0.03,0.17,-0.99,79.56,98.05,190.23,774
2021-02-26 09:00:00,2021,2,26,9,342.39,0.62,0.54,66.35,151.42,20.29,0.15,0.83,1.05,76.69,97.99,188.24,2319
2021-02-26 10:00:00,2021,2,26,10,486.35,0.69,0.55,59.27,216.25,29.85,0.34,1.83,2.76,71.06,97.89,188.73,3114
2021-02-26 11:00:00,2021,2,26,11,520.2,0.65,0.54,54.61,238.23,33.88,0.47,2.4,4.05,63.44,97.77,191.0,4298
2021-02-26 12:00:00,2021,2,26,12,590.26,0.71,0.56,53.07,266.62,37.58,0.53,2.7,4.62,58.94,97.64,192.58,4279
2021-02-26 13:00:00,2021,2,26,13,573.01,0.72,0.49,54.94,253.48,34.61,0.47,2.4,4.98,57.44,97.5,194.06,4694
2021-02-26 14:00:00,2021,2,26,14,509.81,0.73,0.51,59.87,220.52,29.78,0.33,1.8,5.4,56.62,97.41,198.35,4869
2021-02-26 15:00:00,2021,2,26,15,361.26,0.67,0.51,67.15,153.8,19.96,0.15,0.8,5.51,57.5,97.36,202.79,3672
2021-02-26 16:00:00,2021,2,26,16,179.82,0.54,0.5,76.04,75.55,9.73,0.03,0.17,4.37,64.0,97.33,204.02,1026
2021-02-26 17:00:00,2021,2,26,17,36.82,0.37,0.48,85.88,13.67,1.88,0.01,0.02,2.61,73.06,97.34,203.23,206
2021-02-26 18:00:00,2021,2,26,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,1.2,80.62,97.38,200.81,0
2021-02-26 20:00:00,2021,2,26,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-1.24,93.5,97.44,199.41,0
2021-02-27 06:00:00,2021,2,27,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.91,97.31,97.7,272.92,0
2021-02-27 07:00:00,2021,2,27,7,71.44,0.55,0.5,84.66,26.0,2.91,0.01,0.02,-2.26,93.38,97.78,289.88,557
2021-02-27 08:00:00,2021,2,27,8,252.04,0.7,0.38,74.8,104.58,11.73,0.04,0.23,-0.81,85.12,97.85,306.43,1178
2021-02-27 09:00:00,2021,2,27,9,426.14,0.76,0.4,66.02,182.6,22.84,0.19,1.0,1.37,76.06,97.92,325.61,1995
2021-02-27 10:00:00,2021,2,27,10,556.69,0.77,0.39,58.91,241.23,31.95,0.39,2.05,3.36,69.44,98.0,333.2,3810
2021-02-27 11:00:00,2021,2,27,11,651.1,0.8,0.4,54.23,283.77,38.57,0.55,2.85,5.25,62.19,98.08,302.47,5935
2021-02-27 12:00:00,2021,2,27,12,645.38,0.77,0.39,52.7,283.0,38.7,0.59,3.0,6.8,56.69,98.11,247.66,6162
2021-02-27 13:00:00,2021,2,27,13,591.44,0.73,0.48,54.58,260.6,36.8,0.55,2.77,7.81,53.62,98.15,245.57,6211
2021-02-27 14:00:00,2021,2,27,14,509.67,0.73,0.49,59.55,224.5,30.52,0.38,1.95,8.02,52.19,98.12,252.68,3398
2021-02-27 15:00:00,2021,2,27,15,376.79,0.69,0.48,66.86,162.02,21.41,0.17,0.95,7.14,54.62,98.08,331.82,1563
2021-02-27 16:00:00,2021,2,27,16,201.41,0.59,0.46,75.78,84.52,10.3,0.03,0.2,5.12,59.5,98.06,55.22,549
2021-02-27 17:00:00,2021,2,27,17,36.82,0.35,0.49,85.66,14.5,1.95,0.01,0.02,2.87,68.06,98.09,72.77,38
2021-02-28 02:00:00,2021,2,28,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,1.08,88.62,97.79,60.22,0
2021-02-28 07:00:00,2021,2,28,7,52.46,0.38,0.57,84.34,21.88,2.85,0.01,0.02,-0.7,93.0,97.45,353.1,0
2021-02-28 08:00:00,2021,2,28,8,123.21,0.34,0.56,74.48,60.8,7.84,0.04,0.2,-1.0,88.56,97.52,352.08,0
2021-02-28 09:00:00,2021,2,28,9,181.05,0.32,0.57,65.67,94.12,13.19,0.12,0.7,-1.4,84.12,97.61,350.54,20
2021-02-28 10:00:00,2021,2,28,10,156.3,0.22,0.57,58.54,82.95,12.69,0.17,0.9,-1.07,79.75,97.7,345.01,62
2021-02-28 11:00:00,2021,2,28,11,440.81,0.54,0.56,53.85,212.4,31.41,0.51,2.55,-0.58,74.0,97.76,335.52,250
2021-02-28 12:00:00,2021,2,28,12,557.59,0.66,0.51,52.32,256.42,37.08,0.62,3.05,-0.54,66.75,97.87,325.37,1633
2021-02-28 13:00:00,2021,2,28,13,584.36,0.72,0.47,54.23,260.35,36.88,0.55,2.77,-0.01,58.44,97.96,321.38,5434
2021-02-28 14:00:00,2021,2,28,14,556.62,0.78,0.51,59.22,241.88,33.2,0.38,2.05,0.26,53.38,98.05,319.27,6443
2021-02-28 15:00:00,2021,2,28,15,414.54,0.75,0.52,66.57,177.42,22.88,0.16,0.9,-0.3,52.75,98.14,317.97,5234
2021-02-28 16:00:00,2021,2,28,16,236.55,0.68,0.5,75.52,97.27,11.41,0.03,0.2,-1.67,55.25,98.25,317.03,2056
2021-02-28 17:00:00,2021,2,28,17,59.88,0.55,0.54,85.45,19.95,2.32,0.01,0.02,-3.95,62.31,98.36,315.29,294
2021-02-28 18:00:00,2021,2,28,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-6.02,69.0,98.46,312.85,0
2021-02-28 22:00:00,2021,2,28,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-7.69,71.06,98.62,313.58,0
2019-08-01 06:00:00,2019,8,1,6,164.69,0.51,0.17,75.81,71.38,8.06,0.05,0.23,18.82,86.81,98.97,181.9,79
2019-08-01 07:00:00,2019,8,1,7,294.59,0.53,0.15,65.23,130.98,15.54,0.19,0.95,20.65,81.75,98.96,173.47,644
2019-08-01 08:00:00,2019,8,1,8,457.66,0.6,0.15,54.62,208.25,26.51,0.49,2.45,23.19,68.06,98.95,184.55,1753
2019-08-01 09:00:00,2019,8,1,9,618.84,0.66,0.15,44.41,282.83,36.67,0.87,4.35,24.5,63.19,98.94,182.82,3055
2019-08-01 10:00:00,2019,8,1,10,777.56,0.72,0.15,35.34,354.0,46.72,1.27,6.38,25.61,60.31,98.92,181.05,4235
2019-08-01 11:00:00,2019,8,1,11,860.12,0.74,0.16,28.79,393.33,52.44,1.53,7.8,26.54,58.56,98.89,181.59,5437
2019-08-01 12:00:00,2019,8,1,12,868.45,0.73,0.13,26.88,396.27,53.12,1.59,8.1,27.34,57.19,98.85,186.84,6072
2019-08-01 13:00:00,2019,8,1,13,810.55,0.71,0.13,30.52,371.62,49.66,1.44,7.27,27.79,56.44,98.81,195.22,6094
2019-08-01 14:00:00,2019,8,1,14,713.16,0.69,0.12,38.09,327.65,43.23,1.14,5.85,27.85,56.62,98.79,205.4,5882
2019-08-01 15:00:00,2019,8,1,15,578.58,0.65,0.12,47.66,263.4,34.11,0.76,3.83,27.61,58.0,98.77,212.12,5548
2019-08-01 16:00:00,2019,8,1,16,411.03,0.59,0.12,58.07,187.0,23.33,0.4,1.95,27.23,61.25,98.77,214.23,4749
2019-08-01 17:00:00,2019,8,1,17,244.34,0.51,0.16,68.73,109.05,13.23,0.14,0.67,26.66,63.94,98.76,207.93,3371
2019-08-01 18:00:00,2019,8,1,18,100.27,0.41,0.16,79.24,43.6,5.36,0.02,0.1,24.62,77.75,98.74,189.6,1417
2019-08-01 19:00:00,2019,8,1,19,12.41,0.34,0.13,88.41,3.88,0.51,0.0,0.0,22.51,78.25,98.74,180.0,386
2019-08-01 20:00:00,2019,8,1,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.25,80.31,98.76,182.07,27
2019-08-02 05:00:00,2019,8,2,5,33.0,0.37,0.16,86.13,12.02,1.45,0.01,0.02,18.72,95.94,98.89,242.34,0
2019-08-02 06:00:00,2019,8,2,6,155.2,0.48,0.17,75.98,65.58,7.41,0.04,0.2,20.23,90.56,98.9,252.23,81
2019-08-02 07:00:00,2019,8,2,7,307.88,0.56,0.14,65.39,135.45,16.11,0.2,0.98,22.36,82.38,98.88,260.36,318
2019-08-02 08:00:00,2019,8,2,8,470.71,0.62,0.15,54.78,210.92,26.3,0.49,2.42,24.48,72.25,98.85,269.24,1887
2019-08-02 09:00:00,2019,8,2,9,589.42,0.62,0.15,44.59,267.55,34.66,0.83,4.23,25.58,67.38,98.83,262.01,2911
2019-08-02 10:00:00,2019,8,2,10,770.48,0.72,0.15,35.53,349.85,45.59,1.24,6.3,26.61,63.19,98.8,166.7,4229
2019-08-02 11:00:00,2019,8,2,11,694.12,0.6,0.17,29.03,320.38,43.04,1.28,6.4,27.61,59.69,98.77,149.21,4009
2019-08-02 12:00:00,2019,8,2,12,638.14,0.54,0.16,27.13,289.73,39.58,1.2,5.95,28.35,57.75,98.75,187.95,3309
2019-08-02 13:00:00,2019,8,2,13,670.04,0.59,0.16,30.76,307.73,41.26,1.2,6.0,28.56,57.56,98.74,225.57,4560
2019-08-02 14:00:00,2019,8,2,14,547.3,0.53,0.17,38.3,250.08,33.82,0.9,4.7,28.38,58.31,98.73,244.23,5582
2019-08-02 15:00:00,2019,8,2,15,416.41,0.47,0.16,47.85,190.5,25.59,0.59,2.98,27.95,59.38,98.68,264.86,4033
2019-08-02 16:00:00,2019,8,2,16,349.91,0.5,0.16,58.26,157.75,20.07,0.34,1.7,27.55,61.38,98.64,273.16,2704
2019-08-02 17:00:00,2019,8,2,17,217.31,0.46,0.16,68.91,95.52,11.72,0.12,0.6,27.21,63.88,98.62,275.1,2037
2019-08-02 18:00:00,2019,8,2,18,84.55,0.35,0.16,79.43,36.02,4.48,0.02,0.1,26.1,68.31,98.61,279.46,1180
2019-08-02 19:00:00,2019,8,2,19,10.51,0.3,0.12,88.52,3.12,0.42,0.0,0.0,25.17,62.69,98.61,286.98,237
2019-08-02 20:00:00,2019,8,2,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,24.91,58.94,98.64,303.49,26
2019-08-03 06:00:00,2019,8,3,6,131.12,0.41,0.16,76.14,56.38,6.59,0.04,0.17,21.41,84.69,98.79,346.79,7
2019-08-03 07:00:00,2019,8,3,7,305.31,0.55,0.18,65.55,137.42,16.55,0.2,1.02,22.48,79.88,98.8,353.55,355
2019-08-03 08:00:00,2019,8,3,8,441.65,0.58,0.17,54.95,199.48,25.34,0.47,2.35,24.07,75.88,98.78,354.51,1266
