Time,month,day,hour,Energy (Wh),temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description
2019-03-22 07:00:00,3,22,7,124,37.22,37.22,1019,71,1.01,350,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 08:00:00,3,22,8,1437,35.92,35.92,1020,72,1.01,344,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 09:00:00,3,22,9,2602,34.81,31.32,1020,74,4.0,55,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 10:00:00,3,22,10,4759,33.33,30.83,1020,77,3.0,31,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 11:00:00,3,22,11,6529,31.68,31.68,1021,79,1.01,5,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 12:00:00,3,22,12,7300,31.05,31.05,1022,80,1.01,348,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 13:00:00,3,22,13,7605,32.04,29.35,1023,80,3.0,311,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 14:00:00,3,22,14,7149,36.1,36.1,1023,73,1.99,357,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 15:00:00,3,22,15,6581,39.07,35.38,1023,66,5.01,44,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 16:00:00,3,22,16,5381,41.68,39.25,1023,58,4.0,336,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 17:00:00,3,22,17,3072,44.65,44.65,1024,52,1.99,345,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 18:00:00,3,22,18,967,46.08,46.08,1023,46,1.01,9,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-22 19:00:00,3,22,19,25,47.48,46.83,1023,41,3.0,319,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 07:00:00,3,23,7,107,29.84,29.84,1024,74,1.01,136,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 08:00:00,3,23,8,1438,28.78,28.78,1024,76,1.01,142,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 09:00:00,3,23,9,2579,27.82,27.82,1023,79,1.01,124,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 10:00:00,3,23,10,4933,27.3,27.3,1023,80,1.99,135,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 11:00:00,3,23,11,6633,27.88,24.66,1024,78,3.0,146,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 12:00:00,3,23,12,7621,27.0,27.0,1024,80,1.99,130,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 13:00:00,3,23,13,7703,27.97,24.76,1024,81,3.0,136,0.0,0.0,0.0,0.0,1,741,Fog,fog
2019-03-23 14:00:00,3,23,14,7082,34.47,34.47,1024,73,1.01,183,0.0,0.0,0.0,0.0,1,741,Fog,fog
2019-03-23 15:00:00,3,23,15,6027,40.39,38.8,1023,60,3.0,214,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 16:00:00,3,23,16,4365,44.44,41.68,1023,52,5.01,261,0.25,0.0,0.0,0.0,1,500,Rain,light rain
2019-03-23 17:00:00,3,23,17,2733,47.3,47.3,1023,46,1.99,261,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-23 18:00:00,3,23,18,666,49.55,49.17,1022,43,3.0,248,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-23 19:00:00,3,23,19,37,51.58,48.33,1022,40,1.99,316,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-24 07:00:00,3,24,7,34,38.37,34.88,1019,82,4.61,110,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-24 08:00:00,3,24,8,524,38.1,38.1,1019,83,1.01,136,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-24 09:00:00,3,24,9,1091,38.17,35.78,1019,83,3.44,90,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-24 10:00:00,3,24,10,1827,38.26,35.89,1019,83,3.44,60,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-24 11:00:00,3,24,11,5093,38.26,35.89,1019,84,3.44,50,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-24 12:00:00,3,24,12,6348,38.3,38.3,1019,85,1.01,169,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-24 13:00:00,3,24,13,5990,38.26,38.26,1019,86,1.01,98,0.0,0.0,0.0,0.0,90,701,Mist,mist
2019-03-24 14:00:00,3,24,14,6322,40.57,40.57,1019,83,1.99,28,0.0,0.0,0.0,0.0,90,721,Haze,haze
2019-03-24 15:00:00,3,24,15,3019,42.55,42.55,1019,78,1.01,101,0.0,0.0,0.0,0.0,90,721,Haze,haze
2019-03-24 16:00:00,3,24,16,3097,44.76,44.76,1020,73,1.01,94,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-24 17:00:00,3,24,17,1279,48.81,48.81,1019,66,1.99,20,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-24 18:00:00,3,24,18,566,51.73,49.46,1019,61,3.0,344,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-24 19:00:00,3,24,19,24,51.51,49.08,1019,58,3.0,16,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 07:00:00,3,25,7,119,29.66,29.66,1027,55,1.01,3,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-25 08:00:00,3,25,8,1022,29.23,29.23,1027,58,1.01,352,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-25 09:00:00,3,25,9,2296,28.96,28.96,1027,61,1.01,21,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-25 10:00:00,3,25,10,4547,28.11,28.11,1027,64,1.01,340,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 11:00:00,3,25,11,6910,27.99,27.99,1028,65,1.01,8,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-25 12:00:00,3,25,12,7410,27.68,24.44,1028,64,3.0,104,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 13:00:00,3,25,13,7438,27.88,27.88,1028,62,1.01,7,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 14:00:00,3,25,14,6508,29.82,29.82,1029,56,1.01,27,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 15:00:00,3,25,15,6370,32.88,32.88,1029,50,1.01,182,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 16:00:00,3,25,16,5275,36.48,36.48,1029,46,1.99,2,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 17:00:00,3,25,17,2836,39.16,39.16,1029,46,1.99,42,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-25 18:00:00,3,25,18,813,40.95,38.41,1029,47,4.0,270,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-25 19:00:00,3,25,19,20,43.5,43.5,1028,46,1.01,345,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-26 07:00:00,3,26,7,157,27.97,27.97,1029,64,0.0,0,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-26 08:00:00,3,26,8,1105,27.12,27.12,1029,66,0.0,0,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-26 09:00:00,3,26,9,2756,26.01,26.01,1029,69,0.0,0,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-26 10:00:00,3,26,10,4129,25.27,25.27,1029,72,0.0,0,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-26 11:00:00,3,26,11,4834,25.14,25.14,1029,73,1.01,165,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-26 12:00:00,3,26,12,7533,25.09,25.09,1029,76,1.01,99,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-26 13:00:00,3,26,13,7764,26.69,26.69,1029,77,1.01,165,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-26 14:00:00,3,26,14,7228,32.23,32.23,1029,72,1.01,136,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-26 15:00:00,3,26,15,6570,38.21,38.21,1029,62,1.01,127,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-26 16:00:00,3,26,16,4634,42.64,37.8,1029,51,8.01,229,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-26 17:00:00,3,26,17,1406,44.35,41.58,1028,49,5.01,270,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-26 18:00:00,3,26,18,426,46.74,43.79,1028,45,5.99,290,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-26 19:00:00,3,26,19,4,48.43,46.36,1027,45,5.01,200,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-27 07:00:00,3,27,7,115,42.22,42.22,1019,68,1.99,133,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-27 08:00:00,3,27,8,846,41.05,41.05,1018,70,1.99,141,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-27 09:00:00,3,27,9,2446,40.89,40.89,1017,70,1.99,109,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-27 10:00:00,3,27,10,3851,40.96,40.96,1016,71,1.99,127,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-27 11:00:00,3,27,11,5501,42.3,42.3,1015,72,1.99,124,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-27 12:00:00,3,27,12,6084,43.0,40.78,1015,73,4.0,154,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-27 13:00:00,3,27,13,2933,43.84,42.71,1014,74,3.0,125,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-27 14:00:00,3,27,14,2704,46.45,45.66,1014,72,3.0,157,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-27 15:00:00,3,27,15,4784,51.04,48.96,1012,66,4.0,157,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-27 16:00:00,3,27,16,3286,54.93,52.99,1012,61,5.01,164,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-27 17:00:00,3,27,17,1419,57.45,55.72,1012,60,4.0,172,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-27 18:00:00,3,27,18,762,60.15,58.64,1011,59,4.0,208,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-27 19:00:00,3,27,19,31,60.4,58.96,1011,60,5.01,188,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-28 07:00:00,3,28,7,170,39.99,38.35,1016,81,3.0,350,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-28 08:00:00,3,28,8,1393,39.15,39.15,1016,82,1.01,298,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-28 09:00:00,3,28,9,1397,38.21,38.21,1016,81,1.99,345,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-28 10:00:00,3,28,10,1868,37.45,35.49,1017,80,3.0,316,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-28 11:00:00,3,28,11,3957,36.01,36.01,1018,81,1.01,332,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-28 12:00:00,3,28,12,5026,35.2,35.2,1019,82,1.01,325,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-28 13:00:00,3,28,13,5210,36.12,36.12,1020,81,1.01,303,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-28 14:00:00,3,28,14,5157,39.27,34.27,1020,76,7.0,10,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-28 15:00:00,3,28,15,3334,40.73,40.73,1020,70,1.99,2,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-28 16:00:00,3,28,16,3593,42.96,42.96,1021,65,1.01,266,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-28 17:00:00,3,28,17,2476,46.54,46.54,1020,58,1.99,294,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-28 18:00:00,3,28,18,1077,49.69,49.33,1020,50,3.0,302,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-28 19:00:00,3,28,19,48,50.5,47.61,1020,50,4.0,297,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-29 06:00:00,3,29,6,0,35.24,35.24,1023,56,1.01,359,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-29 07:00:00,3,29,7,182,33.57,33.57,1023,59,1.01,336,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-29 08:00:00,3,29,8,1119,32.02,32.02,1023,61,1.01,341,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-29 09:00:00,3,29,9,3025,30.69,24.67,1023,63,5.99,50,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-29 10:00:00,3,29,10,5125,29.23,26.19,1023,65,3.0,44,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-29 11:00:00,3,29,11,6317,28.27,28.27,1023,67,1.99,46,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-29 12:00:00,3,29,12,7202,27.5,22.87,1023,68,4.0,60,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-29 13:00:00,3,29,13,7569,28.33,28.33,1023,67,1.99,43,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-29 14:00:00,3,29,14,6791,31.1,31.1,1023,58,1.01,325,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-29 15:00:00,3,29,15,5883,33.85,30.22,1023,48,4.0,72,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-29 16:00:00,3,29,16,5361,36.64,36.64,1022,44,1.99,323,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-29 17:00:00,3,29,17,3216,38.53,36.72,1021,39,3.0,72,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-29 18:00:00,3,29,18,1147,40.98,40.98,1021,35,1.01,172,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-29 19:00:00,3,29,19,43,42.76,42.76,1019,32,1.99,20,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-30 07:00:00,3,30,7,92,36.5,36.5,1017,75,1.99,345,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-30 08:00:00,3,30,8,1465,36.36,33.1,1017,70,4.0,304,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-30 09:00:00,3,30,9,3160,34.84,32.54,1017,68,3.0,294,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-30 10:00:00,3,30,10,5436,33.49,28.02,1018,63,5.99,322,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-30 11:00:00,3,30,11,7181,31.86,26.89,1019,61,5.01,336,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-30 12:00:00,3,30,12,7815,30.72,26.6,1020,60,4.0,357,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-03-30 13:00:00,3,30,13,7814,30.11,25.9,1021,57,4.0,350,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-03-30 14:00:00,3,30,14,7772,30.2,25.99,1022,51,4.0,337,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-30 15:00:00,3,30,15,6958,31.35,27.32,1023,47,4.0,346,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-30 16:00:00,3,30,16,5724,32.13,27.21,1024,40,5.01,349,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-30 17:00:00,3,30,17,3316,33.53,28.06,1024,33,5.99,10,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-30 18:00:00,3,30,18,1056,34.79,29.55,1024,29,5.99,2,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-30 19:00:00,3,30,19,63,35.64,30.56,1024,28,5.99,342,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 06:00:00,3,31,6,0,26.53,26.53,1027,48,1.99,317,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-31 07:00:00,3,31,7,211,25.59,25.59,1027,51,1.99,323,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-31 08:00:00,3,31,8,1735,24.51,24.51,1028,55,1.01,307,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 09:00:00,3,31,9,3170,23.86,23.86,1028,58,1.01,315,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 10:00:00,3,31,10,5240,22.96,22.96,1028,61,1.99,355,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 11:00:00,3,31,11,6813,22.42,18.48,1028,64,3.0,16,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 12:00:00,3,31,12,7408,21.47,21.47,1029,67,1.01,331,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 13:00:00,3,31,13,6312,23.38,23.38,1029,66,1.99,304,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 14:00:00,3,31,14,4450,27.73,27.73,1029,59,1.01,353,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 15:00:00,3,31,15,2570,31.14,27.07,1029,49,4.0,343,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-03-31 16:00:00,3,31,16,1524,33.46,27.97,1028,39,5.99,298,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-03-31 17:00:00,3,31,17,762,35.37,35.37,1027,36,1.01,181,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-31 18:00:00,3,31,18,199,36.66,29.5,1027,36,10.0,312,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-03-31 19:00:00,3,31,19,3,36.77,33.58,1026,38,4.0,262,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 06:00:00,4,1,6,1,32.74,32.74,1022,76,1.01,78,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 07:00:00,4,1,7,295,32.77,32.77,1022,75,1.01,116,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 08:00:00,4,1,8,1036,32.09,32.09,1021,76,1.01,127,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-01 09:00:00,4,1,9,2347,31.37,31.37,1020,78,1.01,119,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-01 10:00:00,4,1,10,3531,31.05,31.05,1019,78,1.99,210,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-01 11:00:00,4,1,11,5072,30.52,30.52,1018,79,1.01,144,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-01 12:00:00,4,1,12,4093,30.33,30.33,1018,79,1.01,183,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-04-01 13:00:00,4,1,13,2308,31.75,31.75,1018,77,1.99,76,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 14:00:00,4,1,14,1806,33.85,33.85,1018,74,1.01,92,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 15:00:00,4,1,15,1287,36.55,36.55,1017,69,1.01,6,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 16:00:00,4,1,16,1630,38.77,38.77,1017,65,1.99,330,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 17:00:00,4,1,17,1709,41.25,41.25,1017,61,1.99,271,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 18:00:00,4,1,18,377,41.92,41.92,1017,59,1.99,325,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-01 19:00:00,4,1,19,13,42.8,42.8,1016,57,1.99,327,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-02 06:00:00,4,2,6,0,36.12,36.12,1016,65,1.01,289,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-02 07:00:00,4,2,7,387,35.47,33.24,1016,67,3.0,298,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-02 08:00:00,4,2,8,1577,33.49,33.49,1015,72,1.99,304,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-02 09:00:00,4,2,9,3051,31.6,28.87,1015,77,3.0,301,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-02 10:00:00,4,2,10,3754,30.54,26.38,1015,83,4.0,304,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-02 11:00:00,4,2,11,5286,30.45,24.39,1014,86,5.99,302,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-02 12:00:00,4,2,12,5866,30.07,23.94,1014,87,5.99,291,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-02 13:00:00,4,2,13,3325,32.09,27.18,1014,85,5.01,303,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-04-02 14:00:00,4,2,14,3383,35.2,30.83,1014,80,5.01,279,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-02 15:00:00,4,2,15,3992,39.43,36.66,1013,70,4.0,290,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-02 16:00:00,4,2,16,4344,43.34,42.15,1013,62,3.0,252,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-02 17:00:00,4,2,17,1538,46.31,40.48,1012,59,13.0,275,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-02 18:00:00,4,2,18,912,48.85,46.85,1011,55,5.01,293,0.18,0.0,0.0,0.0,75,500,Rain,light rain
2019-04-02 19:00:00,4,2,19,54,46.08,43.61,1011,64,5.01,213,0.0,0.0,0.0,0.0,90,721,Haze,haze
2019-04-03 06:00:00,4,3,6,0,32.41,32.41,1018,62,1.01,292,0.0,0.0,0.0,0.0,1,800,Clear,sky is clear
2019-04-03 07:00:00,4,3,7,303,31.08,25.99,1018,69,5.01,296,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-03 08:00:00,4,3,8,1628,31.89,27.95,1018,72,4.0,298,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-03 09:00:00,4,3,9,3273,32.16,32.16,1018,73,1.99,290,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-03 10:00:00,4,3,10,5264,31.91,27.97,1018,76,4.0,284,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-04-03 11:00:00,4,3,11,6988,31.57,27.57,1019,78,4.0,268,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-04-03 12:00:00,4,3,12,7666,30.47,30.47,1020,79,1.01,291,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-03 13:00:00,4,3,13,6818,32.34,28.47,1021,78,4.0,360,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-03 14:00:00,4,3,14,7075,35.94,32.63,1022,70,4.0,328,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-03 15:00:00,4,3,15,6173,40.46,37.85,1022,61,4.0,28,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-03 16:00:00,4,3,16,4905,42.67,38.95,1023,56,5.99,17,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds
2019-04-03 17:00:00,4,3,17,2577,44.62,40.69,1023,51,7.0,53,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-04-03 18:00:00,4,3,18,869,46.24,42.66,1024,44,7.0,22,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds
2019-04-03 19:00:00,4,3,19,90,47.5,44.69,1023,38,5.99,327,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-04 06:00:00,4,4,6,0,36.12,36.12,1026,50,1.01,90,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 07:00:00,4,4,7,317,34.92,34.92,1027,51,1.01,94,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 08:00:00,4,4,8,755,36.45,33.21,1026,43,4.0,140,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 09:00:00,4,4,9,683,36.73,33.55,1026,40,4.0,101,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 10:00:00,4,4,10,863,35.69,35.69,1026,42,1.99,93,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 11:00:00,4,4,11,1016,34.63,34.63,1027,45,1.99,201,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-04 12:00:00,4,4,12,1196,33.76,31.32,1027,48,3.0,99,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-04 13:00:00,4,4,13,1255,35.4,35.4,1027,47,1.01,160,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds
2019-04-04 14:00:00,4,4,14,976,37.17,32.38,1028,44,5.99,137,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 15:00:00,4,4,15,1056,38.14,36.27,1027,42,3.0,161,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 16:00:00,4,4,16,404,39.81,36.25,1027,40,5.01,143,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 17:00:00,4,4,17,124,41.59,41.59,1026,39,1.99,113,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 18:00:00,4,4,18,21,42.76,41.5,1025,38,3.0,115,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-04 19:00:00,4,4,19,0,43.81,41.72,1025,38,4.0,190,0.0,0.0,0.0,0.0,90,804,Clouds,overcast clouds
2019-04-05 07:00:00,4,5,7,20,35.71,35.71,1019,92,1.99,137,0.0,0.0,0.0,0.0,90,701,Mist,mist
2019-04-05 08:00:00,4,5,8,179,35.82,35.82,1018,92,1.01,170,0.0,0.0,0.0,0.0,90,701,Mist,mist
2019-04-05 09:00:00,4,5,9,423,35.82,35.82,1018,92,1.01,148,0.0,0.0,0.0,0.0,90,701,Mist,mist
2019-04-05 10:00:00,4,5,10,789,35.82,35.82,1018,93,1.01,226,0.0,0.0,0.0,0.0,90,701,Mist,mist
2019-04-05 11:00:00,4,5,11,1269,35.96,35.96,1017,94,1.99,170,0.0,0.0,0.0,0.0,90,701,Mist,mist
2019-04-05 12:00:00,4,5,12,1332,36.12,36.12,1018,95,1.01,145,0.25,0.0,0.0,0.0,90,701,Mist,mist
