Time,year,month,day,hour,ALLSKY_SFC_SW_DWN,T2M,RH2M
7/8/20 10:00,2020,7,8,10,816.02,29.15,73.56
7/8/20 11:00,2020,7,8,11,840.93,29.44,73.38
7/8/20 12:00,2020,7,8,12,857.54,29.34,74.69
7/8/20 13:00,2020,7,8,13,782.15,29.06,77.12
7/8/20 14:00,2020,7,8,14,761.21,28.73,80.06
7/8/20 15:00,2020,7,8,15,643.68,28.48,82.31
7/8/20 16:00,2020,7,8,16,503.34,28.15,84.12
7/8/20 17:00,2020,7,8,17,329.59,27.88,85.31
7/8/20 18:00,2020,7,8,18,157.41,27.74,85.75
7/8/20 19:00,2020,7,8,19,28.53,26.78,88.56
7/8/20 20:00,2020,7,8,20,0,26.15,90.12
7/9/20 6:00,2020,7,9,6,40.62,22.83,93.94
7/9/20 7:00,2020,7,9,7,58.59,23.37,93.06
7/9/20 8:00,2020,7,9,8,64.04,24.12,88.94
7/9/20 9:00,2020,7,9,9,104.33,24.51,87.25
7/9/20 10:00,2020,7,9,10,139.17,24.87,86.56
7/9/20 11:00,2020,7,9,11,146.05,25.17,85.62
7/9/20 12:00,2020,7,9,12,136.91,25.14,86.38
7/9/20 13:00,2020,7,9,13,181.41,25.17,85.12
7/9/20 14:00,2020,7,9,14,204.97,24.93,84
7/9/20 15:00,2020,7,9,15,267.88,24.8,82.5
7/9/20 16:00,2020,7,9,16,242.38,24.84,81.94
7/9/20 17:00,2020,7,9,17,159.46,24.65,81.75
7/9/20 18:00,2020,7,9,18,53.09,23.25,88.56
7/9/20 19:00,2020,7,9,19,15.82,21.48,88.69
7/9/20 20:00,2020,7,9,20,0,20.84,85.5
7/9/20 21:00,2020,7,9,21,0,20.05,88.06
7/10/20 1:00,2020,7,10,1,0,17.73,88.5
7/10/20 5:00,2020,7,10,5,80.66,17.41,90.75
7/10/20 6:00,2020,7,10,6,244.85,19.13,84.69
7/10/20 7:00,2020,7,10,7,427.38,21.65,73.94
7/10/20 8:00,2020,7,10,8,607.01,23.52,63.62
7/10/20 9:00,2020,7,10,9,751.84,24.58,60.62
7/10/20 10:00,2020,7,10,10,859.94,25.49,59.25
7/10/20 11:00,2020,7,10,11,922.81,26.29,58.31
7/10/20 12:00,2020,7,10,12,936.48,26.9,57.56
7/10/20 13:00,2020,7,10,13,900.11,27.33,56.88
7/10/20 14:00,2020,7,10,14,716.15,27.51,56.62
7/10/20 15:00,2020,7,10,15,571.05,27.44,57
7/10/20 16:00,2020,7,10,16,527.14,27.11,58.5
7/10/20 17:00,2020,7,10,17,349.32,26.46,63
7/10/20 18:00,2020,7,10,18,174.07,25.18,71.31
7/10/20 19:00,2020,7,10,19,29.37,22.42,83.12
7/10/20 20:00,2020,7,10,20,0,20.94,83.38
7/10/20 21:00,2020,7,10,21,0,20.35,84.31
7/11/20 5:00,2020,7,11,5,58.62,19.02,91.69
7/11/20 6:00,2020,7,11,6,191.95,22.05,76.5
7/11/20 7:00,2020,7,11,7,399.23,25.01,61.25
7/11/20 8:00,2020,7,11,8,583.52,25.48,58.81
7/11/20 9:00,2020,7,11,9,727.77,26.32,57.44
7/11/20 10:00,2020,7,11,10,837.9,27.04,56.75
7/11/20 11:00,2020,7,11,11,898.82,27.48,56.75
7/11/20 12:00,2020,7,11,12,569.86,27.65,57.31
7/11/20 13:00,2020,7,11,13,116.88,27.5,58.44
7/11/20 14:00,2020,7,11,14,186.52,26.9,60.69
7/11/20 15:00,2020,7,11,15,174.93,26.08,64.44
7/11/20 16:00,2020,7,11,16,366.12,25.16,69.56
7/11/20 17:00,2020,7,11,17,229.84,24.3,73.12
7/11/20 18:00,2020,7,11,18,96.38,23.1,79.31
7/11/20 19:00,2020,7,11,19,25.06,21.15,88.81
7/11/20 20:00,2020,7,11,20,0,19.94,88.25
7/11/20 21:00,2020,7,11,21,0,18.84,92.5
7/12/20 1:00,2020,7,12,1,0,16.94,94.62
7/12/20 5:00,2020,7,12,5,72.39,16.21,91.81
7/12/20 6:00,2020,7,12,6,233.12,17.69,87.44
7/12/20 7:00,2020,7,12,7,413.51,20.35,77.56
7/12/20 8:00,2020,7,12,8,594.48,22.97,63.44
7/12/20 9:00,2020,7,12,9,744.84,24.19,58.31
7/12/20 10:00,2020,7,12,10,855.9,25,56.31
7/12/20 11:00,2020,7,12,11,918.43,25.65,55
7/12/20 12:00,2020,7,12,12,924.05,26.19,54
7/12/20 13:00,2020,7,12,13,885.2,26.51,53.5
7/12/20 14:00,2020,7,12,14,820.3,26.55,53.44
7/12/20 15:00,2020,7,12,15,688.55,26.42,53.69
7/12/20 16:00,2020,7,12,16,527.52,26.09,54.75
7/12/20 17:00,2020,7,12,17,351.56,25.6,58.38
7/12/20 18:00,2020,7,12,18,169.8,25.28,58.12
7/12/20 19:00,2020,7,12,19,28.89,22.98,69.38
7/12/20 20:00,2020,7,12,20,0,21.19,69.31
7/13/20 5:00,2020,7,13,5,75.48,17.22,87.06
7/13/20 6:00,2020,7,13,6,235.43,19.04,79.69
7/13/20 7:00,2020,7,13,7,401.2,21.22,76.19
7/13/20 8:00,2020,7,13,8,569.28,23.98,64.88
7/13/20 9:00,2020,7,13,9,677.27,25.15,61.25
7/13/20 10:00,2020,7,13,10,813.5,26.12,60.12
7/13/20 11:00,2020,7,13,11,841.88,26.98,59.62
7/13/20 12:00,2020,7,13,12,844.87,27.58,59.94
7/13/20 13:00,2020,7,13,13,855.02,27.98,60.44
7/13/20 14:00,2020,7,13,14,657.8,28.1,61.75
7/13/20 15:00,2020,7,13,15,594.62,28.04,63.12
7/13/20 16:00,2020,7,13,16,437.92,27.64,64.81
7/13/20 17:00,2020,7,13,17,261.09,26.8,68.25
7/13/20 18:00,2020,7,13,18,129.72,25.82,72.19
7/13/20 19:00,2020,7,13,19,24.22,24.62,75.88
7/13/20 20:00,2020,7,13,20,0,23.89,78.19
7/14/20 1:00,2020,7,14,1,0,22.6,88.56
7/14/20 5:00,2020,7,14,5,16.41,21.36,96
7/14/20 6:00,2020,7,14,6,27.92,22.19,93.06
7/14/20 7:00,2020,7,14,7,139.99,23.07,88.12
7/14/20 8:00,2020,7,14,8,139.97,24.16,84.25
7/14/20 9:00,2020,7,14,9,354.11,25.87,73.44
7/14/20 10:00,2020,7,14,10,409.25,24.87,73.12
7/14/20 11:00,2020,7,14,11,456.55,24.23,70.19
7/14/20 12:00,2020,7,14,12,210.27,23.8,64.88
7/14/20 13:00,2020,7,14,13,209.12,23.38,60.44
7/14/20 14:00,2020,7,14,14,243.31,22.3,60.5
7/14/20 15:00,2020,7,14,15,224.04,20.27,68.56
7/14/20 16:00,2020,7,14,16,182.73,19.45,74.25
7/14/20 17:00,2020,7,14,17,163.73,19.48,76.69
7/14/20 18:00,2020,7,14,18,104.98,19.69,79.75
7/14/20 19:00,2020,7,14,19,26.95,19.02,84.81
7/14/20 20:00,2020,7,14,20,0,18.15,78.19
7/14/20 21:00,2020,7,14,21,0,17.49,76.62
7/15/20 5:00,2020,7,15,5,41.6,13.72,84.44
7/15/20 6:00,2020,7,15,6,145.3,15.94,74
7/15/20 7:00,2020,7,15,7,265.16,17.97,72.62
7/15/20 8:00,2020,7,15,8,371.23,19.98,68.5
7/15/20 9:00,2020,7,15,9,644.67,22.89,53.81
7/15/20 10:00,2020,7,15,10,818.96,24.13,44.25
7/15/20 11:00,2020,7,15,11,640.71,25.55,38.81
7/15/20 12:00,2020,7,15,12,409.09,26.05,38.88
7/15/20 13:00,2020,7,15,13,570.32,26.28,40.62
7/15/20 14:00,2020,7,15,14,676.24,26.45,42.06
7/15/20 15:00,2020,7,15,15,710.2,26.4,43.38
7/15/20 16:00,2020,7,15,16,551.49,26.12,45.38
7/15/20 17:00,2020,7,15,17,368.47,26.61,45.19
7/15/20 18:00,2020,7,15,18,183.74,25.08,49.25
7/15/20 19:00,2020,7,15,19,33.96,21.09,70.19
7/15/20 20:00,2020,7,15,20,0,18.58,72.5
7/15/20 21:00,2020,7,15,21,0,17.47,75.06
7/16/20 1:00,2020,7,16,1,0,15.55,83.12
7/16/20 5:00,2020,7,16,5,74.38,15.15,87.94
7/16/20 6:00,2020,7,16,6,243.97,17.12,81.12
7/16/20 7:00,2020,7,16,7,429.82,19.51,77.25
7/16/20 8:00,2020,7,16,8,596.23,22.33,66.56
7/16/20 9:00,2020,7,16,9,716.92,23.87,59.75
7/16/20 10:00,2020,7,16,10,685.87,25.15,56.12
7/16/20 11:00,2020,7,16,11,908.93,26.19,54.38
7/16/20 12:00,2020,7,16,12,921.62,26.04,55.94
7/16/20 13:00,2020,7,16,13,799.9,26.48,56.12
7/16/20 14:00,2020,7,16,14,732.91,25.91,59.5
7/16/20 15:00,2020,7,16,15,617.48,26.01,62
7/16/20 16:00,2020,7,16,16,502.69,25.92,65.44
7/16/20 17:00,2020,7,16,17,328.37,25.99,68.62
7/16/20 18:00,2020,7,16,18,129.72,25.06,73.75
7/16/20 19:00,2020,7,16,19,20.2,23.26,79.56
7/16/20 20:00,2020,7,16,20,0,22.19,81.5
7/16/20 21:00,2020,7,16,21,0,21.58,81.62
7/17/20 5:00,2020,7,17,5,60.49,18.3,90.62
7/17/20 6:00,2020,7,17,6,214.9,20.37,82.62
7/17/20 7:00,2020,7,17,7,391.73,22.87,77.75
7/17/20 8:00,2020,7,17,8,552.87,25.63,71.75
7/17/20 9:00,2020,7,17,9,684.12,27.89,64.12
7/17/20 10:00,2020,7,17,10,767.27,28.97,63.06
7/17/20 11:00,2020,7,17,11,759.86,29.29,66.19
7/17/20 12:00,2020,7,17,12,737.91,29.19,69.94
7/17/20 13:00,2020,7,17,13,627.34,29.04,72.69
7/17/20 14:00,2020,7,17,14,671.06,28.66,75.31
7/17/20 15:00,2020,7,17,15,591.42,28.08,78.31
7/17/20 16:00,2020,7,17,16,467.62,27.21,81.81
7/17/20 17:00,2020,7,17,17,277.23,26.3,85
7/17/20 18:00,2020,7,17,18,122.21,25.26,88.94
7/17/20 19:00,2020,7,17,19,23.16,24.44,92.19
7/17/20 20:00,2020,7,17,20,0,24.14,93.81
7/18/20 1:00,2020,7,18,1,0,24.23,96.94
7/18/20 6:00,2020,7,18,6,177.2,23.61,95.62
7/18/20 7:00,2020,7,18,7,335.02,24.82,92.12
7/18/20 8:00,2020,7,18,8,555.95,26.47,84.69
7/18/20 9:00,2020,7,18,9,698.42,28.08,78
7/18/20 10:00,2020,7,18,10,804.18,29.47,72.81
7/18/20 11:00,2020,7,18,11,867.23,30.44,69.81
7/18/20 12:00,2020,7,18,12,547.82,31.05,68.31
7/18/20 13:00,2020,7,18,13,603.93,31.3,68
7/18/20 14:00,2020,7,18,14,613.25,30.51,72.06
7/18/20 15:00,2020,7,18,15,417.34,29.51,78.38
7/18/20 16:00,2020,7,18,16,352.22,28.98,81.94
7/18/20 17:00,2020,7,18,17,226.03,28.36,86.25
7/18/20 18:00,2020,7,18,18,84.02,27.21,92.44
7/18/20 19:00,2020,7,18,19,19.59,26.15,93.56
7/18/20 20:00,2020,7,18,20,0,25.77,93
7/19/20 5:00,2020,7,19,5,55.76,17.55,92.38
7/19/20 6:00,2020,7,19,6,220.82,18.61,87.38
7/19/20 7:00,2020,7,19,7,418.08,20.38,78.69
7/19/20 8:00,2020,7,19,8,598.02,22.34,70
7/19/20 9:00,2020,7,19,9,743.48,23.96,62.06
7/19/20 10:00,2020,7,19,10,852.04,25.09,56.56
7/19/20 11:00,2020,7,19,11,904.73,25.73,52.94
7/19/20 12:00,2020,7,19,12,906.95,26.07,52.06
7/19/20 13:00,2020,7,19,13,838.75,26.26,52.25
7/19/20 14:00,2020,7,19,14,805.58,26.23,52.94
7/19/20 15:00,2020,7,19,15,661.81,25.96,53.69
7/19/20 16:00,2020,7,19,16,524.7,25.42,55.31
7/19/20 17:00,2020,7,19,17,342.66,24.6,59.5
7/19/20 18:00,2020,7,19,18,171.81,23.13,67.5
7/19/20 19:00,2020,7,19,19,28.71,20.76,74.81
7/19/20 20:00,2020,7,19,20,0,19.51,76.5
7/20/20 1:00,2020,7,20,1,0,16.66,89.25
7/20/20 5:00,2020,7,20,5,33.52,16.26,87.62
7/20/20 6:00,2020,7,20,6,126.55,17.77,74.88
7/20/20 7:00,2020,7,20,7,256.64,19.53,68.81
7/20/20 8:00,2020,7,20,8,394.57,21.56,59.75
7/20/20 9:00,2020,7,20,9,535.84,22.77,58.06
7/20/20 10:00,2020,7,20,10,708.65,23.91,56.62
7/20/20 11:00,2020,7,20,11,855.12,24.78,55.44
7/20/20 12:00,2020,7,20,12,828.67,25.46,54.25
7/20/20 13:00,2020,7,20,13,810.16,25.94,53.5
7/20/20 14:00,2020,7,20,14,730.96,26.01,53.88
7/20/20 15:00,2020,7,20,15,607.07,25.87,54.56
7/20/20 16:00,2020,7,20,16,483.66,25.36,56.81
7/20/20 17:00,2020,7,20,17,325.71,25.06,60.81
7/20/20 18:00,2020,7,20,18,151.02,24.16,64.06
7/20/20 19:00,2020,7,20,19,24.44,21.32,80.94
7/20/20 20:00,2020,7,20,20,0,20.07,78.69
7/21/20 6:00,2020,7,21,6,80.04,18.8,94.5
7/21/20 7:00,2020,7,21,7,165.78,19.87,92.94
7/21/20 8:00,2020,7,21,8,307.25,20.87,90.44
7/21/20 9:00,2020,7,21,9,343.15,21.71,87.25
7/21/20 10:00,2020,7,21,10,415.62,23.21,79.5
7/21/20 11:00,2020,7,21,11,545.01,24.58,72.62
7/21/20 12:00,2020,7,21,12,730.66,25.28,69.69
7/21/20 13:00,2020,7,21,13,740.31,25.7,69.31
7/21/20 14:00,2020,7,21,14,743.24,25.52,70.31
7/21/20 15:00,2020,7,21,15,633.78,25.33,71.62
7/21/20 16:00,2020,7,21,16,499.22,24.93,73
7/21/20 17:00,2020,7,21,17,326.97,24.02,76.38
7/21/20 18:00,2020,7,21,18,147.83,22.62,82.31
7/21/20 19:00,2020,7,21,19,22.94,20.49,87.69
7/21/20 20:00,2020,7,21,20,0,19.4,88.75
7/22/20 1:00,2020,7,22,1,0,14.3,96.88
7/22/20 5:00,2020,7,22,5,49.93,12.93,96.12
7/22/20 6:00,2020,7,22,6,201.53,14.37,90.25
7/22/20 7:00,2020,7,22,7,376.48,15.92,81
7/22/20 8:00,2020,7,22,8,511.88,17.45,72.38
7/22/20 9:00,2020,7,22,9,600.73,18.83,67.25
7/22/20 10:00,2020,7,22,10,572.27,19.98,64.94
7/22/20 11:00,2020,7,22,11,630.5,20.98,63.62
7/22/20 12:00,2020,7,22,12,600.75,21.82,62.69
7/22/20 13:00,2020,7,22,13,549.41,22.3,62.5
7/22/20 14:00,2020,7,22,14,462.3,22.62,62.5
7/22/20 15:00,2020,7,22,15,345.73,22.45,63.38
7/22/20 16:00,2020,7,22,16,240.77,21.86,65.31
7/22/20 17:00,2020,7,22,17,158.92,21.14,68.12
7/22/20 18:00,2020,7,22,18,71.94,20.05,74.56
7/22/20 19:00,2020,7,22,19,17.76,17.86,87.75
7/22/20 20:00,2020,7,22,20,0,16.39,91.56
7/23/20 5:00,2020,7,23,5,48.09,13.51,97.31
7/23/20 6:00,2020,7,23,6,191.07,15.76,88.25
7/23/20 7:00,2020,7,23,7,358.11,18.72,78.69
7/23/20 8:00,2020,7,23,8,539.08,20.54,73.38
7/23/20 9:00,2020,7,23,9,592.18,22,69.81
7/23/20 10:00,2020,7,23,10,780.52,23.31,67.06
7/23/20 11:00,2020,7,23,11,870.68,24.38,64.75
7/23/20 12:00,2020,7,23,12,907.59,25.14,63.12
7/23/20 13:00,2020,7,23,13,875.52,25.69,61.94
7/23/20 14:00,2020,7,23,14,782.99,26,61.12
7/23/20 15:00,2020,7,23,15,665.93,26.12,60.88
7/23/20 16:00,2020,7,23,16,492.41,25.9,62.19
7/23/20 17:00,2020,7,23,17,319.83,25.2,66.06
7/23/20 18:00,2020,7,23,18,145.07,23.83,75
7/23/20 19:00,2020,7,23,19,19.29,21.44,84.06
7/23/20 20:00,2020,7,23,20,0,20.67,84.5
7/24/20 1:00,2020,7,24,1,0,19.19,90.75
7/24/20 5:00,2020,7,24,5,43.78,20.14,87.12
7/24/20 6:00,2020,7,24,6,189.47,21.58,81.81
7/24/20 7:00,2020,7,24,7,358.1,23.64,76
7/24/20 8:00,2020,7,24,8,544.21,25.54,73
7/24/20 9:00,2020,7,24,9,692.54,27,72.12
7/24/20 10:00,2020,7,24,10,806.37,28.33,70.5
7/24/20 11:00,2020,7,24,11,874.56,29.57,68.19
7/24/20 12:00,2020,7,24,12,887.12,30.44,66.25
7/24/20 13:00,2020,7,24,13,831.94,30.9,65.38
7/24/20 14:00,2020,7,24,14,763.36,31.04,65.62
7/24/20 15:00,2020,7,24,15,639.78,30.83,67.19
7/24/20 16:00,2020,7,24,16,498.21,30.31,70
7/24/20 17:00,2020,7,24,17,317.9,29.55,73.5
7/24/20 18:00,2020,7,24,18,142.95,28.4,78.69
7/24/20 19:00,2020,7,24,19,19.74,26.68,85.19
7/24/20 20:00,2020,7,24,20,0,26.08,87
7/25/20 6:00,2020,7,25,6,84.34,25.37,85.06
7/25/20 7:00,2020,7,25,7,177.07,26.17,82.69
7/25/20 8:00,2020,7,25,8,282.58,27.08,80.31
7/25/20 9:00,2020,7,25,9,300.75,27.94,77.62
7/25/20 10:00,2020,7,25,10,254.09,28.66,76.25
7/25/20 11:00,2020,7,25,11,317.23,29.09,75.44
7/25/20 12:00,2020,7,25,12,395.76,29.87,73.75
7/25/20 13:00,2020,7,25,13,399.97,30.49,72.12
7/25/20 14:00,2020,7,25,14,296.06,30.39,73.12
7/25/20 15:00,2020,7,25,15,224.77,29.68,77.5
7/25/20 16:00,2020,7,25,16,219.96,28.59,84.31
7/25/20 17:00,2020,7,25,17,142.45,27.87,89.69
7/25/20 18:00,2020,7,25,18,70.23,27.23,93.5
7/25/20 19:00,2020,7,25,19,9.09,26.48,95.94
7/25/20 20:00,2020,7,25,20,0,26.11,96.44
7/26/20 1:00,2020,7,26,1,0,24.01,97.88
7/26/20 7:00,2020,7,26,7,62.52,24.3,95.62
7/26/20 8:00,2020,7,26,8,199.39,24.87,94.19
7/26/20 9:00,2020,7,26,9,340.39,25.61,91.12
7/26/20 10:00,2020,7,26,10,459.1,26.45,86.75
7/26/20 11:00,2020,7,26,11,578.95,27.38,81.31
7/26/20 12:00,2020,7,26,12,658.91,28.17,76.19
7/26/20 13:00,2020,7,26,13,732.52,27.95,75.12
7/26/20 14:00,2020,7,26,14,757.25,27.97,74.94
7/26/20 15:00,2020,7,26,15,620.83,27.73,75.88
7/26/20 16:00,2020,7,26,16,478.59,27.15,78.31
7/26/20 17:00,2020,7,26,17,310.49,26.26,80.44
7/26/20 18:00,2020,7,26,18,140.62,24.62,82.69
7/26/20 19:00,2020,7,26,19,18.99,22.21,85.31
7/26/20 20:00,2020,7,26,20,0,20.81,84.06
7/27/20 5:00,2020,7,27,5,51.04,15.56,89.69
7/27/20 6:00,2020,7,27,6,214.68,17.23,84.69
7/27/20 7:00,2020,7,27,7,401.95,19.56,79.81
7/27/20 8:00,2020,7,27,8,578.01,22.39,68.56
7/27/20 9:00,2020,7,27,9,728.29,24.3,60.19
7/27/20 10:00,2020,7,27,10,844.23,25.32,55.19
7/27/20 11:00,2020,7,27,11,906.22,25.9,52.56
7/27/20 12:00,2020,7,27,12,906.3,26.25,51.44
7/27/20 13:00,2020,7,27,13,873.01,26.46,51.38
7/27/20 14:00,2020,7,27,14,803.35,26.46,52.06
7/27/20 15:00,2020,7,27,15,676.8,26.27,53.19
7/27/20 16:00,2020,7,27,16,519.28,25.83,55.38
7/27/20 17:00,2020,7,27,17,336.18,25.02,60.5
7/27/20 18:00,2020,7,27,18,153.52,23.44,68.69
7/27/20 19:00,2020,7,27,19,18.52,21.13,74.31
7/27/20 20:00,2020,7,27,20,0,20.12,75.75
7/28/20 1:00,2020,7,28,1,0,19.01,87.06
7/28/20 6:00,2020,7,28,6,170.26,19.5,91.44
7/28/20 7:00,2020,7,28,7,330.91,20.1,89.94
7/28/20 8:00,2020,7,28,8,527.52,21.68,81.12
7/28/20 9:00,2020,7,28,9,692.14,23.97,67.44
7/28/20 10:00,2020,7,28,10,693.37,25.73,60.44
7/28/20 11:00,2020,7,28,11,701.3,26.9,58.44
7/28/20 12:00,2020,7,28,12,772.93,27.61,58.06
7/28/20 13:00,2020,7,28,13,658.71,27.8,58.69
7/28/20 14:00,2020,7,28,14,707.16,27.55,58.94
7/28/20 15:00,2020,7,28,15,622.1,26.86,59.31
7/28/20 16:00,2020,7,28,16,495.31,26.5,58.44
7/28/20 17:00,2020,7,28,17,322.03,25.65,60.62
7/28/20 18:00,2020,7,28,18,145.1,23.94,72
7/28/20 19:00,2020,7,28,19,17.81,21.85,73.19
7/28/20 20:00,2020,7,28,20,0,21.9,65.62
7/29/20 5:00,2020,7,29,5,45.27,16.49,89.88
7/29/20 6:00,2020,7,29,6,173.94,18.58,78.12
7/29/20 7:00,2020,7,29,7,350.44,20.44,75
7/29/20 8:00,2020,7,29,8,509.05,23.87,59.12
7/29/20 9:00,2020,7,29,9,665.95,25.32,54.5
7/29/20 10:00,2020,7,29,10,795.91,26.09,53.62
7/29/20 11:00,2020,7,29,11,817.21,26.65,53.12
7/29/20 12:00,2020,7,29,12,863.42,26.84,52.94
7/29/20 13:00,2020,7,29,13,781.98,26.78,53.38
7/29/20 14:00,2020,7,29,14,719.05,26.4,54.81
7/29/20 15:00,2020,7,29,15,489.48,25.8,57.88
7/29/20 16:00,2020,7,29,16,320.6,25.39,61.06
7/29/20 17:00,2020,7,29,17,204.84,24.86,63.81
7/29/20 18:00,2020,7,29,18,85.88,23.18,75.69
7/29/20 19:00,2020,7,29,19,14.16,20.77,79.56
7/29/20 20:00,2020,7,29,20,0,19.66,79.5
7/30/20 1:00,2020,7,30,1,0,16.67,90.25
7/30/20 6:00,2020,7,30,6,183.7,17.68,84.88
7/30/20 7:00,2020,7,30,7,379.8,20.26,74.56
7/30/20 8:00,2020,7,30,8,561.76,22.39,63.75
7/30/20 9:00,2020,7,30,9,696.68,23.48,60.06
7/30/20 10:00,2020,7,30,10,804.34,24.38,57.31
7/30/20 11:00,2020,7,30,11,859.67,25.03,55.44
7/30/20 12:00,2020,7,30,12,788.99,25.58,54.25
7/30/20 13:00,2020,7,30,13,753.64,25.87,53.69
7/30/20 14:00,2020,7,30,14,654.09,25.83,53.88
7/30/20 15:00,2020,7,30,15,545.26,25.65,54.56
7/30/20 16:00,2020,7,30,16,435.77,25.29,56
7/30/20 17:00,2020,7,30,17,281.47,24.49,60.31
7/30/20 18:00,2020,7,30,18,115.48,22.76,73.31
7/30/20 19:00,2020,7,30,19,14.44,20.19,78.38
7/30/20 20:00,2020,7,30,20,0,19.14,79.31
7/31/20 6:00,2020,7,31,6,200.98,17.12,82.38
7/31/20 7:00,2020,7,31,7,390.62,19.44,74.75
7/31/20 8:00,2020,7,31,8,572.27,22.58,57.69
7/31/20 9:00,2020,7,31,9,723.9,23.93,53.94
7/31/20 10:00,2020,7,31,10,840.08,25.03,52.25
7/31/20 11:00,2020,7,31,11,886.23,25.9,51.31
7/31/20 12:00,2020,7,31,12,906.33,26.57,50.44
7/31/20 13:00,2020,7,31,13,805.71,26.99,49.81
7/31/20 14:00,2020,7,31,14,770.32,27.18,49.44
7/31/20 15:00,2020,7,31,15,645.59,27.09,49.5
7/31/20 16:00,2020,7,31,16,495.46,26.73,50.19
7/31/20 17:00,2020,7,31,17,314.35,26.73,51.44
7/31/20 18:00,2020,7,31,18,132.12,25.63,54.25
7/31/20 19:00,2020,7,31,19,14.24,24.12,53.25
7/31/20 20:00,2020,7,31,20,0,22.65,56.94
8/1/20 1:00,2020,8,1,1,0,16.37,85.56
8/1/20 6:00,2020,8,1,6,175.53,18.27,79
8/1/20 7:00,2020,8,1,7,359.05,20.22,75.56
8/1/20 8:00,2020,8,1,8,530.24,23.54,61.56
8/1/20 9:00,2020,8,1,9,661.69,25.4,52.94
8/1/20 10:00,2020,8,1,10,716.73,26.05,51.56
8/1/20 11:00,2020,8,1,11,680.2,26.08,52.44
8/1/20 12:00,2020,8,1,12,610.09,26.07,54.38
8/1/20 13:00,2020,8,1,13,593.83,26.08,56.69
8/1/20 14:00,2020,8,1,14,414.09,26.15,59.12
8/1/20 15:00,2020,8,1,15,314.77,25.89,62.38
8/1/20 16:00,2020,8,1,16,251.68,25.29,66.62
8/1/20 17:00,2020,8,1,17,148.62,24.63,71.5
8/1/20 18:00,2020,8,1,18,64.48,23.33,80.62
8/1/20 19:00,2020,8,1,19,10.27,20.69,89.56
8/1/20 20:00,2020,8,1,20,0,19.66,90.31
8/2/20 6:00,2020,8,2,6,168.8,15.92,89.44
8/2/20 7:00,2020,8,2,7,292.8,17.24,81.5
8/2/20 8:00,2020,8,2,8,450.8,18.48,74.75
8/2/20 9:00,2020,8,2,9,632.24,19.62,68.5
8/2/20 10:00,2020,8,2,10,669.27,20.46,64.06
8/2/20 11:00,2020,8,2,11,814.56,21.16,60.75
8/2/20 12:00,2020,8,2,12,673.31,21.72,58.06
8/2/20 13:00,2020,8,2,13,712.97,22.15,55.75
8/2/20 14:00,2020,8,2,14,629.16,22.27,53.69
8/2/20 15:00,2020,8,2,15,544.95,21.87,53.44
8/2/20 16:00,2020,8,2,16,390.68,21.4,54.25
8/2/20 17:00,2020,8,2,17,241.41,20.68,56.88
8/2/20 18:00,2020,8,2,18,109.47,19.08,67.5
8/2/20 19:00,2020,8,2,19,12.52,15.9,81.81
8/2/20 20:00,2020,8,2,20,0,14.58,85.5
8/3/20 1:00,2020,8,3,1,0,14.05,78.5
8/3/20 6:00,2020,8,3,6,148.23,14.84,80.31
8/3/20 7:00,2020,8,3,7,319.53,17.19,66.69
8/3/20 8:00,2020,8,3,8,506.3,18.87,60.12
8/3/20 9:00,2020,8,3,9,688.22,19.83,57.56
8/3/20 10:00,2020,8,3,10,771.44,20.11,56
8/3/20 11:00,2020,8,3,11,647.8,20.1,55.19
8/3/20 12:00,2020,8,3,12,597.51,20.56,54.44
8/3/20 13:00,2020,8,3,13,650.23,21.1,53.06
8/3/20 14:00,2020,8,3,14,621.77,21.04,52.44
8/3/20 15:00,2020,8,3,15,554.31,20.78,52.69
8/3/20 16:00,2020,8,3,16,416.42,20.27,54.12
8/3/20 17:00,2020,8,3,17,269.37,19.31,60.5
8/3/20 18:00,2020,8,3,18,107.48,18.18,71.38
8/3/20 19:00,2020,8,3,19,10.5,16.29,77.5
8/3/20 20:00,2020,8,3,20,0,14.53,80.81
8/4/20 6:00,2020,8,4,6,178.7,14.24,81.88
8/4/20 7:00,2020,8,4,7,364.59,16.58,69.69
8/4/20 8:00,2020,8,4,8,545.65,19.46,54.69
8/4/20 9:00,2020,8,4,9,681.31,20.99,50.38
8/4/20 10:00,2020,8,4,10,803.8,22.08,48.75
8/4/20 11:00,2020,8,4,11,884.69,22.9,47.81
8/4/20 12:00,2020,8,4,12,901.15,23.44,47.19
8/4/20 13:00,2020,8,4,13,790.66,23.69,46.81
8/4/20 14:00,2020,8,4,14,729.8,23.8,46.69
8/4/20 15:00,2020,8,4,15,605.11,23.58,47.12
8/4/20 16:00,2020,8,4,16,441.53,23.26,47.75
8/4/20 17:00,2020,8,4,17,278.66,22.99,50.19
8/4/20 18:00,2020,8,4,18,105.62,21.62,58.12
8/4/20 19:00,2020,8,4,19,10.38,19.19,61.25
8/4/20 20:00,2020,8,4,20,0,16.94,67.94
8/5/20 1:00,2020,8,5,1,0,14.82,78.56
8/5/20 6:00,2020,8,5,6,148.37,15.72,74.62
8/5/20 7:00,2020,8,5,7,330.8,17.8,69.62
8/5/20 8:00,2020,8,5,8,509.59,20.37,59.44
8/5/20 9:00,2020,8,5,9,649.89,22.1,54.06
8/5/20 10:00,2020,8,5,10,607.98,23.29,51.19
