Time,year,month,day,hour,ALLSKY_SFC_SW_DWN,T2M,RH2M
3/31/20 8:00,2020,3,31,8,448.33,4.37,69.44
3/31/20 9:00,2020,3,31,9,602.41,6.86,59.25
3/31/20 10:00,2020,3,31,10,734.08,8.34,54.69
3/31/20 11:00,2020,3,31,11,826.02,9.57,52.31
3/31/20 12:00,2020,3,31,12,838.26,10.48,51.31
3/31/20 13:00,2020,3,31,13,791.12,11.07,50.88
3/31/20 14:00,2020,3,31,14,701.34,11.24,51.5
3/31/20 15:00,2020,3,31,15,548.87,11.08,52.62
3/31/20 16:00,2020,3,31,16,357.29,10.46,56.12
3/31/20 17:00,2020,3,31,17,168.38,8.62,72.25
3/31/20 18:00,2020,3,31,18,16.02,4.66,85.38
3/31/20 19:00,2020,3,31,19,0,3.25,87.06
3/31/20 21:00,2020,3,31,21,0,2.06,89.75
4/1/20 6:00,2020,4,1,6,34.05,-0.24,98.94
4/1/20 7:00,2020,4,1,7,138.11,2.16,88.44
4/1/20 8:00,2020,4,1,8,264.7,4.71,76.81
4/1/20 9:00,2020,4,1,9,401.77,6.68,68.88
4/1/20 10:00,2020,4,1,10,509.68,8.37,63.38
4/1/20 11:00,2020,4,1,11,676.22,9.83,60.06
4/1/20 12:00,2020,4,1,12,705.58,10.96,58.62
4/1/20 13:00,2020,4,1,13,724.11,11.19,59.75
4/1/20 14:00,2020,4,1,14,575.06,11.31,61.94
4/1/20 15:00,2020,4,1,15,337.59,11.8,62.81
4/1/20 16:00,2020,4,1,16,184.92,11.54,65.69
4/1/20 17:00,2020,4,1,17,91.86,10.51,72.69
4/1/20 18:00,2020,4,1,18,14.92,9.11,79.5
4/1/20 19:00,2020,4,1,19,0,8.27,82.25
4/2/20 3:00,2020,4,2,3,0,6.3,84.12
4/2/20 6:00,2020,4,2,6,36.26,5.5,88.62
4/2/20 7:00,2020,4,2,7,130.4,6.53,84.5
4/2/20 8:00,2020,4,2,8,250.6,7.95,79.5
4/2/20 9:00,2020,4,2,9,352.92,9.29,75.88
4/2/20 10:00,2020,4,2,10,463.53,10.64,71.75
4/2/20 11:00,2020,4,2,11,482.7,11.64,70.12
4/2/20 12:00,2020,4,2,12,466.18,12.66,69.38
4/2/20 13:00,2020,4,2,13,413.37,13.65,69.69
4/2/20 14:00,2020,4,2,14,123.95,14.6,70.5
4/2/20 15:00,2020,4,2,15,74.23,15.04,73.06
4/2/20 16:00,2020,4,2,16,97.34,14.95,75.62
4/2/20 17:00,2020,4,2,17,28.3,13.85,80.31
4/2/20 18:00,2020,4,2,18,10.35,12.51,85.38
4/2/20 19:00,2020,4,2,19,0,11.58,89.56
4/2/20 23:00,2020,4,2,23,0,5.47,90.25
4/3/20 7:00,2020,4,3,7,62.62,-1.95,82.81
4/3/20 8:00,2020,4,3,8,164.66,-2.02,80.12
4/3/20 9:00,2020,4,3,9,201.14,-1.64,76.31
4/3/20 10:00,2020,4,3,10,144.93,-1.12,73.31
4/3/20 11:00,2020,4,3,11,151.39,-0.65,72.5
4/3/20 12:00,2020,4,3,12,221.11,-0.6,74.81
4/3/20 13:00,2020,4,3,13,199.73,-0.2,74.62
4/3/20 14:00,2020,4,3,14,174.45,0.55,72
4/3/20 15:00,2020,4,3,15,125.37,0.69,71.12
4/3/20 16:00,2020,4,3,16,71.38,0.41,71
4/3/20 17:00,2020,4,3,17,27.38,-0.45,72.69
4/3/20 18:00,2020,4,3,18,17.97,-1.94,77.94
4/3/20 19:00,2020,4,3,19,0,-3.95,86.19
4/4/20 5:00,2020,4,4,5,0,-8.1,100
4/4/20 6:00,2020,4,4,6,91.55,-7.24,92.25
4/4/20 7:00,2020,4,4,7,288.09,-4.67,77.06
4/4/20 8:00,2020,4,4,8,490.55,-2.77,69.81
4/4/20 9:00,2020,4,4,9,663.36,-0.84,64.5
4/4/20 10:00,2020,4,4,10,786.39,1.04,59.31
4/4/20 11:00,2020,4,4,11,859.05,2.65,56.62
4/4/20 12:00,2020,4,4,12,863.95,3.91,54.12
4/4/20 13:00,2020,4,4,13,815.71,4.94,51.81
4/4/20 14:00,2020,4,4,14,712.6,5.58,50
4/4/20 15:00,2020,4,4,15,563.81,5.79,48.88
4/4/20 16:00,2020,4,4,16,381.41,5.52,49.94
4/4/20 17:00,2020,4,4,17,185,4.21,66.06
4/4/20 18:00,2020,4,4,18,26.04,1.64,59.38
4/4/20 19:00,2020,4,4,19,0,0.05,61.44
4/5/20 1:00,2020,4,5,1,0,-2.43,86.5
4/5/20 6:00,2020,4,5,6,91.38,-2.37,86.69
4/5/20 7:00,2020,4,5,7,287.92,0.02,79.31
4/5/20 8:00,2020,4,5,8,462.09,3.25,67
4/5/20 9:00,2020,4,5,9,630.48,6.08,55.06
4/5/20 10:00,2020,4,5,10,766.32,8.06,50.5
4/5/20 11:00,2020,4,5,11,832.02,9.3,48.62
4/5/20 12:00,2020,4,5,12,839.84,10.19,48
4/5/20 13:00,2020,4,5,13,793.3,11.19,47.25
4/5/20 14:00,2020,4,5,14,655.17,12.05,46.56
4/5/20 15:00,2020,4,5,15,535.62,12.31,47.06
4/5/20 16:00,2020,4,5,16,330.78,11.62,56.25
4/5/20 17:00,2020,4,5,17,150.59,9.41,78.31
4/5/20 18:00,2020,4,5,18,22.49,6.03,82.69
4/5/20 19:00,2020,4,5,19,0,4.82,83.19
4/5/20 21:00,2020,4,5,21,0,4.32,83.94
4/6/20 6:00,2020,4,6,6,36.63,2.75,95.25
4/6/20 7:00,2020,4,6,7,109.27,3.64,92.12
4/6/20 8:00,2020,4,6,8,186.09,4.99,90.06
4/6/20 9:00,2020,4,6,9,240.82,6.51,88.75
4/6/20 10:00,2020,4,6,10,322.48,8.64,85.19
4/6/20 11:00,2020,4,6,11,378.39,11.04,79.69
4/6/20 12:00,2020,4,6,12,464.67,12.99,74.69
4/6/20 13:00,2020,4,6,13,445.97,14.41,71.19
4/6/20 14:00,2020,4,6,14,216.48,14.4,73.19
4/6/20 15:00,2020,4,6,15,135.61,13.62,79.19
4/6/20 16:00,2020,4,6,16,91.99,13.06,83.88
4/6/20 17:00,2020,4,6,17,39.62,12.03,90.06
4/6/20 18:00,2020,4,6,18,12.91,10.51,95.31
4/6/20 19:00,2020,4,6,19,0,9.74,98.12
4/7/20 3:00,2020,4,7,3,0,8.45,100
4/7/20 6:00,2020,4,7,6,44.96,9.35,100
4/7/20 7:00,2020,4,7,7,112.74,10.9,95.06
4/7/20 8:00,2020,4,7,8,257.66,12.81,90.88
4/7/20 9:00,2020,4,7,9,368.99,14.6,85.94
4/7/20 10:00,2020,4,7,10,542.13,16.73,78.19
4/7/20 11:00,2020,4,7,11,642.96,17.88,72.19
4/7/20 12:00,2020,4,7,12,767.07,18.72,66.5
4/7/20 13:00,2020,4,7,13,780.42,19.39,60.5
4/7/20 14:00,2020,4,7,14,692.78,19.48,57.56
4/7/20 15:00,2020,4,7,15,559.69,19.35,56.75
4/7/20 16:00,2020,4,7,16,380.16,18.65,58.31
4/7/20 17:00,2020,4,7,17,189.37,16.47,67.06
4/7/20 18:00,2020,4,7,18,30.07,12.95,74.25
4/7/20 19:00,2020,4,7,19,0,10.5,74.94
4/7/20 23:00,2020,4,7,23,0,5.83,81.56
4/8/20 6:00,2020,4,8,6,26.43,4.95,86.25
4/8/20 7:00,2020,4,8,7,125.37,6.05,82.5
4/8/20 8:00,2020,4,8,8,199.62,6.62,83.12
4/8/20 9:00,2020,4,8,9,300.22,7.66,81.38
4/8/20 10:00,2020,4,8,10,442.38,8.54,68
4/8/20 11:00,2020,4,8,11,544.86,9.12,56.75
4/8/20 12:00,2020,4,8,12,536.17,11.12,46.5
4/8/20 13:00,2020,4,8,13,704.25,12.19,40.75
4/8/20 14:00,2020,4,8,14,625.55,12.26,39.81
4/8/20 15:00,2020,4,8,15,579.34,11.44,41
4/8/20 16:00,2020,4,8,16,379.38,10.14,42.94
4/8/20 17:00,2020,4,8,17,182.1,8.33,46.94
4/8/20 18:00,2020,4,8,18,28.98,5.8,56.06
4/8/20 19:00,2020,4,8,19,0,3.94,63.38
4/8/20 20:00,2020,4,8,20,0,2.53,69.81
4/9/20 5:00,2020,4,9,5,0,-2.78,92.88
4/9/20 6:00,2020,4,9,6,105.64,-1.81,86.31
4/9/20 7:00,2020,4,9,7,222.38,-0.29,75.81
4/9/20 8:00,2020,4,9,8,331.82,0.82,68.56
4/9/20 9:00,2020,4,9,9,453.7,1.11,66.75
4/9/20 10:00,2020,4,9,10,495.46,1.14,64.44
4/9/20 11:00,2020,4,9,11,555.93,1.58,60.75
4/9/20 12:00,2020,4,9,12,621.33,2.57,54
4/9/20 13:00,2020,4,9,13,573.31,3.8,47.62
4/9/20 14:00,2020,4,9,14,564.67,3.85,48.19
4/9/20 15:00,2020,4,9,15,421.98,3.12,51.75
4/9/20 16:00,2020,4,9,16,293.15,2.34,55.25
4/9/20 17:00,2020,4,9,17,157.09,1.79,59.88
4/9/20 18:00,2020,4,9,18,36.03,0.62,67.88
4/9/20 19:00,2020,4,9,19,0,-0.69,76.56
4/10/20 1:00,2020,4,10,1,0,-4.31,91.94
4/10/20 6:00,2020,4,10,6,106.15,-3.29,89.44
4/10/20 7:00,2020,4,10,7,278.5,-0.99,75.75
4/10/20 8:00,2020,4,10,8,433.48,1.2,61.94
4/10/20 9:00,2020,4,10,9,608.58,2.34,57.44
4/10/20 10:00,2020,4,10,10,674.51,3.55,53.56
4/10/20 11:00,2020,4,10,11,795.02,4.8,50.06
4/10/20 12:00,2020,4,10,12,710.45,6.19,46.88
4/10/20 13:00,2020,4,10,13,521.95,7.21,44.56
4/10/20 14:00,2020,4,10,14,510.12,7.56,43.94
4/10/20 15:00,2020,4,10,15,426.21,7.43,45
4/10/20 16:00,2020,4,10,16,289.66,7.1,47.69
4/10/20 17:00,2020,4,10,17,145.57,6.05,63.38
4/10/20 18:00,2020,4,10,18,25.07,2.36,77.81
4/10/20 19:00,2020,4,10,19,0,0.92,75.62
4/10/20 21:00,2020,4,10,21,0,0.14,77.81
4/11/20 6:00,2020,4,11,6,86.01,0.51,88.31
4/11/20 7:00,2020,4,11,7,265.05,3.05,77.81
4/11/20 8:00,2020,4,11,8,393.55,6.24,67.88
4/11/20 9:00,2020,4,11,9,502.31,10.55,44.06
4/11/20 10:00,2020,4,11,10,575.7,12.35,40
4/11/20 11:00,2020,4,11,11,581.8,13.37,39.06
4/11/20 12:00,2020,4,11,12,650.67,14.09,39
4/11/20 13:00,2020,4,11,13,613.23,14.96,38.94
4/11/20 14:00,2020,4,11,14,601.52,15.18,39.94
4/11/20 15:00,2020,4,11,15,374.21,14.83,42.62
4/11/20 16:00,2020,4,11,16,225.72,13.59,52.44
4/11/20 17:00,2020,4,11,17,98.02,11.37,65.62
4/11/20 18:00,2020,4,11,18,18.93,8.73,71
4/11/20 19:00,2020,4,11,19,0,5.83,75.25
4/12/20 3:00,2020,4,12,3,0,0.23,85.94
4/12/20 6:00,2020,4,12,6,11,-0.46,87.56
4/12/20 7:00,2020,4,12,7,75.86,-0.31,86.88
4/12/20 8:00,2020,4,12,8,80.75,0.07,84.88
4/12/20 9:00,2020,4,12,9,114.4,0.53,83.12
4/12/20 10:00,2020,4,12,10,103.1,0.91,80.38
4/12/20 11:00,2020,4,12,11,99.76,0.93,78.44
4/12/20 12:00,2020,4,12,12,101.41,0.63,77.75
4/12/20 13:00,2020,4,12,13,96.82,0.94,74.38
4/12/20 14:00,2020,4,12,14,92.56,0.45,74.12
4/12/20 15:00,2020,4,12,15,205.91,-0.23,76.12
4/12/20 16:00,2020,4,12,16,140.15,-0.67,79.44
4/12/20 17:00,2020,4,12,17,51.41,-1.1,83.06
4/12/20 18:00,2020,4,12,18,18.19,-1.57,85
4/12/20 21:00,2020,4,12,21,0,-2.13,81.94
4/13/20 7:00,2020,4,13,7,339.29,-3.62,71.25
4/13/20 8:00,2020,4,13,8,534.59,-1.96,62.38
4/13/20 9:00,2020,4,13,9,699.94,-0.78,57.12
4/13/20 10:00,2020,4,13,10,755.08,-0.17,55.69
4/13/20 11:00,2020,4,13,11,491.61,0.05,56.19
4/13/20 12:00,2020,4,13,12,555.16,0.22,56.81
4/13/20 13:00,2020,4,13,13,522.66,0.66,56.38
4/13/20 14:00,2020,4,13,14,350.65,1.04,55.69
4/13/20 15:00,2020,4,13,15,278.72,0.79,56.88
4/13/20 16:00,2020,4,13,16,221.58,-0.43,60.44
4/13/20 17:00,2020,4,13,17,137.12,-1.89,62.44
4/13/20 18:00,2020,4,13,18,42.45,-3.44,67.5
4/13/20 19:00,2020,4,13,19,0,-4.83,73
4/13/20 20:00,2020,4,13,20,0,-5.77,78.25
4/14/20 3:00,2020,4,14,3,0,-8.13,91.81
4/14/20 6:00,2020,4,14,6,93.62,-6.56,81.56
4/14/20 7:00,2020,4,14,7,228.55,-4.3,69.56
4/14/20 8:00,2020,4,14,8,225.49,-3.97,67.81
4/14/20 9:00,2020,4,14,9,325.37,-3.77,66.5
4/14/20 10:00,2020,4,14,10,422.04,-3.2,63.56
4/14/20 11:00,2020,4,14,11,479.41,-2.58,60.5
4/14/20 12:00,2020,4,14,12,521.69,-2.06,58
4/14/20 13:00,2020,4,14,13,452.91,-1.71,56.75
4/14/20 14:00,2020,4,14,14,393.25,-1.42,56.12
4/14/20 15:00,2020,4,14,15,297.43,-1.45,57
4/14/20 16:00,2020,4,14,16,198.12,-1.71,59.12
4/14/20 17:00,2020,4,14,17,99.23,-2.44,63.12
4/14/20 18:00,2020,4,14,18,31.48,-3.71,70
4/14/20 19:00,2020,4,14,19,0,-4.7,75.25
4/14/20 20:00,2020,4,14,20,0,-4.93,75.94
4/14/20 23:00,2020,4,14,23,0,-7.07,84.31
4/15/20 6:00,2020,4,15,6,95.31,-7.27,79.19
4/15/20 7:00,2020,4,15,7,314.26,-4.74,65.31
4/15/20 8:00,2020,4,15,8,503.82,-3.63,60.5
4/15/20 9:00,2020,4,15,9,514.58,-2.59,57.75
4/15/20 10:00,2020,4,15,10,581.53,-1.98,56.06
4/15/20 11:00,2020,4,15,11,612.59,-1.63,55.81
4/15/20 12:00,2020,4,15,12,563.23,-1.32,56.06
4/15/20 13:00,2020,4,15,13,551.98,-0.88,55.94
4/15/20 14:00,2020,4,15,14,480.35,-0.65,56.31
4/15/20 15:00,2020,4,15,15,326.25,-0.54,56.81
4/15/20 16:00,2020,4,15,16,237.2,-0.56,57.69
4/15/20 17:00,2020,4,15,17,159.36,-0.94,61.62
4/15/20 18:00,2020,4,15,18,51.38,-2.45,76.75
4/15/20 19:00,2020,4,15,19,0,-3.95,82.19
4/15/20 20:00,2020,4,15,20,0,-4.42,83.56
4/16/20 5:00,2020,4,16,5,11.69,-7.86,95.19
4/16/20 6:00,2020,4,16,6,136.71,-5.95,87.06
4/16/20 7:00,2020,4,16,7,336.16,-2.82,77
4/16/20 8:00,2020,4,16,8,541.98,0.56,56.75
4/16/20 9:00,2020,4,16,9,720.52,2.23,52.19
4/16/20 10:00,2020,4,16,10,803.26,3.21,50.44
4/16/20 11:00,2020,4,16,11,601.98,3.91,49.06
4/16/20 12:00,2020,4,16,12,750.49,4.49,48.12
4/16/20 13:00,2020,4,16,13,568.75,4.99,47.56
4/16/20 14:00,2020,4,16,14,585.62,5.19,47.69
4/16/20 15:00,2020,4,16,15,465.09,5.11,48.75
4/16/20 16:00,2020,4,16,16,289.12,4.83,53.44
4/16/20 17:00,2020,4,16,17,146.71,3.7,75.12
4/16/20 18:00,2020,4,16,18,36.77,0.76,76.69
4/16/20 19:00,2020,4,16,19,0,-0.6,78.5
4/16/20 20:00,2020,4,16,20,0,-0.65,78.88
4/17/20 1:00,2020,4,17,1,0,-2.27,90
4/17/20 6:00,2020,4,17,6,144.05,-0.8,78.25
4/17/20 7:00,2020,4,17,7,347.43,1.29,69.44
4/17/20 8:00,2020,4,17,8,544.78,4.01,50.5
4/17/20 9:00,2020,4,17,9,708.82,5.21,45.69
4/17/20 10:00,2020,4,17,10,812.09,6.08,44
4/17/20 11:00,2020,4,17,11,839.02,6.84,42.88
4/17/20 12:00,2020,4,17,12,759.76,7.43,42.06
4/17/20 13:00,2020,4,17,13,661.71,7.62,41.81
4/17/20 14:00,2020,4,17,14,557.24,7.53,42.38
4/17/20 15:00,2020,4,17,15,415.76,7.37,43.5
4/17/20 16:00,2020,4,17,16,269.54,7,46.31
4/17/20 17:00,2020,4,17,17,226.17,5.42,65.5
4/17/20 18:00,2020,4,17,18,53.13,1.37,76.44
4/17/20 19:00,2020,4,17,19,0,-1.04,75.31
4/17/20 20:00,2020,4,17,20,0,-1.39,77.19
4/18/20 6:00,2020,4,18,6,115.03,0.35,83.75
4/18/20 7:00,2020,4,18,7,308.25,2.85,77.06
4/18/20 8:00,2020,4,18,8,501.12,5.99,67.44
4/18/20 9:00,2020,4,18,9,646.74,8.75,61.31
4/18/20 10:00,2020,4,18,10,764.51,11.91,54.5
4/18/20 11:00,2020,4,18,11,806.97,14.37,49.88
4/18/20 12:00,2020,4,18,12,874.74,15.76,47.31
4/18/20 13:00,2020,4,18,13,831.33,16.58,46.81
4/18/20 14:00,2020,4,18,14,444.48,16.4,49.5
4/18/20 15:00,2020,4,18,15,318.91,15.17,55.44
4/18/20 16:00,2020,4,18,16,234.78,13.39,63.31
4/18/20 17:00,2020,4,18,17,136.54,11.97,70.06
4/18/20 18:00,2020,4,18,18,33.99,9.53,76.62
4/18/20 19:00,2020,4,18,19,0,7.37,80.25
4/18/20 20:00,2020,4,18,20,0,6,82.56
4/19/20 1:00,2020,4,19,1,0,1.55,100
4/19/20 6:00,2020,4,19,6,172.79,-0.69,85.81
4/19/20 7:00,2020,4,19,7,375.67,0.99,65.88
4/19/20 8:00,2020,4,19,8,571.71,2.63,49.5
4/19/20 9:00,2020,4,19,9,733.84,4.12,43.19
4/19/20 10:00,2020,4,19,10,852.89,5.48,40.69
4/19/20 11:00,2020,4,19,11,926.57,6.73,39.19
4/19/20 12:00,2020,4,19,12,932.3,7.75,38.25
4/19/20 13:00,2020,4,19,13,891.25,8.43,38.12
4/19/20 14:00,2020,4,19,14,792.29,8.81,38.31
4/19/20 15:00,2020,4,19,15,645.34,8.84,39.06
4/19/20 16:00,2020,4,19,16,456.92,8.4,41
4/19/20 17:00,2020,4,19,17,252.52,7.42,47.88
4/19/20 18:00,2020,4,19,18,64.24,4.36,72.81
4/19/20 19:00,2020,4,19,19,0,2.76,64.06
4/19/20 20:00,2020,4,19,20,0,2.29,62.81
4/20/20 6:00,2020,4,20,6,112.62,1.11,91.12
4/20/20 7:00,2020,4,20,7,245.7,2.76,87.88
4/20/20 8:00,2020,4,20,8,390.59,4.9,81.12
4/20/20 9:00,2020,4,20,9,484.84,8.06,70.06
4/20/20 10:00,2020,4,20,10,650.8,11.58,59.5
4/20/20 11:00,2020,4,20,11,619.27,13.62,53.06
4/20/20 12:00,2020,4,20,12,426.68,13.06,55.06
4/20/20 13:00,2020,4,20,13,441.41,10.08,67.38
4/20/20 14:00,2020,4,20,14,657.09,10.01,64.88
4/20/20 15:00,2020,4,20,15,433.84,10.24,59.56
4/20/20 16:00,2020,4,20,16,270.01,9.7,57.44
4/20/20 17:00,2020,4,20,17,167.02,8.52,59.5
4/20/20 18:00,2020,4,20,18,46.44,6.66,67.06
4/20/20 19:00,2020,4,20,19,0,4.69,73.06
4/20/20 20:00,2020,4,20,20,0,3.26,72.88
4/21/20 1:00,2020,4,21,1,0,-3.01,85.88
4/21/20 6:00,2020,4,21,6,162.67,-2.58,80.12
4/21/20 7:00,2020,4,21,7,315.29,-0.25,57.25
4/21/20 8:00,2020,4,21,8,490.17,1.39,48.19
4/21/20 9:00,2020,4,21,9,558.25,2.81,43.75
4/21/20 10:00,2020,4,21,10,649.5,4.17,40.88
4/21/20 11:00,2020,4,21,11,772.98,5.48,39.44
4/21/20 12:00,2020,4,21,12,850.52,6.67,39.38
4/21/20 13:00,2020,4,21,13,572.86,7.55,40.56
4/21/20 14:00,2020,4,21,14,345.53,7.98,42.38
4/21/20 15:00,2020,4,21,15,278.9,8.06,44.25
4/21/20 16:00,2020,4,21,16,201.21,7.88,46.5
4/21/20 17:00,2020,4,21,17,119.89,7.13,52.88
4/21/20 18:00,2020,4,21,18,35.35,4.9,76.62
4/21/20 19:00,2020,4,21,19,0,2.72,80.62
4/21/20 20:00,2020,4,21,20,0,2.23,77.06
4/22/20 6:00,2020,4,22,6,147.89,1.51,88.69
4/22/20 7:00,2020,4,22,7,318.56,4.04,80.31
4/22/20 8:00,2020,4,22,8,511.32,7.58,70.81
4/22/20 9:00,2020,4,22,9,658.59,10.7,65.81
4/22/20 10:00,2020,4,22,10,752.73,12.99,63.19
4/22/20 11:00,2020,4,22,11,741.83,14.7,61.19
4/22/20 12:00,2020,4,22,12,723.09,15.86,59.56
4/22/20 13:00,2020,4,22,13,779.98,16.46,58.5
4/22/20 14:00,2020,4,22,14,719.96,16.48,58.5
4/22/20 15:00,2020,4,22,15,539.17,16.24,59
4/22/20 16:00,2020,4,22,16,359.91,15.69,61
4/22/20 17:00,2020,4,22,17,206.55,14.58,66.19
4/22/20 18:00,2020,4,22,18,59.13,12.03,78.75
4/22/20 19:00,2020,4,22,19,0,9.53,86.38
4/22/20 20:00,2020,4,22,20,0,8.32,90.69
4/23/20 1:00,2020,4,23,1,0,1.77,96.69
4/23/20 6:00,2020,4,23,6,163.75,3.48,91.06
4/23/20 7:00,2020,4,23,7,361.77,4.55,88.12
4/23/20 8:00,2020,4,23,8,532.67,6.16,85.19
4/23/20 9:00,2020,4,23,9,689.66,8.14,79.5
4/23/20 10:00,2020,4,23,10,796.65,11.04,71
4/23/20 11:00,2020,4,23,11,770.26,13.32,64.56
4/23/20 12:00,2020,4,23,12,643.25,14.33,61.88
4/23/20 13:00,2020,4,23,13,570.6,13.65,65.75
4/23/20 14:00,2020,4,23,14,434.54,12.81,71.38
4/23/20 15:00,2020,4,23,15,287.31,12.33,74.88
4/23/20 16:00,2020,4,23,16,239.27,12.31,75.25
4/23/20 17:00,2020,4,23,17,145.14,11.83,80.56
4/23/20 18:00,2020,4,23,18,35.41,10.02,90.25
4/23/20 19:00,2020,4,23,19,0,8.03,93.62
4/23/20 20:00,2020,4,23,20,0,7.57,93.75
4/24/20 6:00,2020,4,24,6,117.25,5.26,94.38
4/24/20 7:00,2020,4,24,7,293.62,7.37,85.12
4/24/20 8:00,2020,4,24,8,457.34,9.94,74.81
4/24/20 9:00,2020,4,24,9,630.86,12.75,65
4/24/20 10:00,2020,4,24,10,763.91,14.82,58.5
4/24/20 11:00,2020,4,24,11,839.34,15.94,54.88
4/24/20 12:00,2020,4,24,12,833.91,16.32,53.25
4/24/20 13:00,2020,4,24,13,754.36,16.23,53.06
4/24/20 14:00,2020,4,24,14,638.3,16.07,53.56
4/24/20 15:00,2020,4,24,15,503.88,15.96,54.12
4/24/20 16:00,2020,4,24,16,349.36,15.7,56.19
4/24/20 17:00,2020,4,24,17,192.66,14.75,70.06
4/24/20 18:00,2020,4,24,18,47.98,12.66,77.12
4/24/20 19:00,2020,4,24,19,0,11.8,69.12
4/24/20 20:00,2020,4,24,20,0,11.32,69.19
4/25/20 1:00,2020,4,25,1,0,8.74,70.62
4/25/20 6:00,2020,4,25,6,178.36,7.89,84
4/25/20 7:00,2020,4,25,7,372.7,10.12,73.75
4/25/20 8:00,2020,4,25,8,551.77,13.51,62.12
4/25/20 9:00,2020,4,25,9,695.84,16.65,48.44
4/25/20 10:00,2020,4,25,10,792.03,17.95,45.69
4/25/20 11:00,2020,4,25,11,626.07,18.59,44.62
4/25/20 12:00,2020,4,25,12,646.36,18.8,44.25
4/25/20 13:00,2020,4,25,13,583.54,18.73,44.5
4/25/20 14:00,2020,4,25,14,541.7,18.39,45.5
4/25/20 15:00,2020,4,25,15,437.29,17.84,47.75
4/25/20 16:00,2020,4,25,16,294.85,16.99,51.75
4/25/20 17:00,2020,4,25,17,149.55,15.58,64
4/25/20 18:00,2020,4,25,18,41.98,12.98,78.06
4/25/20 19:00,2020,4,25,19,0,10.64,82.69
4/25/20 20:00,2020,4,25,20,0,9.9,83.94
4/26/20 6:00,2020,4,26,6,119.72,6.61,94.12
4/26/20 7:00,2020,4,26,7,261.65,8.44,83.62
4/26/20 8:00,2020,4,26,8,413.27,10.88,72.19
4/26/20 9:00,2020,4,26,9,617.81,13.4,63.38
4/26/20 10:00,2020,4,26,10,771.7,15.75,57.81
4/26/20 11:00,2020,4,26,11,728.78,17.17,55.88
4/26/20 12:00,2020,4,26,12,642.89,17.62,56
4/26/20 13:00,2020,4,26,13,498.82,17.37,56.81
4/26/20 14:00,2020,4,26,14,464.59,16.96,58.56
4/26/20 15:00,2020,4,26,15,416.37,16.61,60.81
4/26/20 16:00,2020,4,26,16,297.18,16.06,65.62
4/26/20 17:00,2020,4,26,17,168.59,15.06,74.38
4/26/20 18:00,2020,4,26,18,58.22,13.39,82.25
4/26/20 19:00,2020,4,26,19,0,11.73,87
4/26/20 20:00,2020,4,26,20,0,10.94,89.25
4/27/20 1:00,2020,4,27,1,0,8.99,94.25
4/27/20 6:00,2020,4,27,6,136.19,8.74,95.38
4/27/20 7:00,2020,4,27,7,275.23,10.87,87.5
4/27/20 8:00,2020,4,27,8,503.71,13.69,75.56
4/27/20 9:00,2020,4,27,9,695.64,16.27,65.25
4/27/20 10:00,2020,4,27,10,813.48,18.33,59.31
4/27/20 11:00,2020,4,27,11,885.58,19.9,54
4/27/20 12:00,2020,4,27,12,856.82,20.87,47.62
4/27/20 13:00,2020,4,27,13,801.65,21.12,41.94
4/27/20 14:00,2020,4,27,14,751.16,20.92,40
4/27/20 15:00,2020,4,27,15,600.29,20.58,38.88
4/27/20 16:00,2020,4,27,16,394.03,19.83,41
4/27/20 17:00,2020,4,27,17,257.93,18.35,53.69
4/27/20 18:00,2020,4,27,18,66.85,15.15,72.25
4/27/20 19:00,2020,4,27,19,0,13.55,59.88
4/27/20 20:00,2020,4,27,20,0,14.01,55.5
4/28/20 7:00,2020,4,28,7,75.69,9.32,89.94
4/28/20 8:00,2020,4,28,8,52.58,10.18,89
4/28/20 9:00,2020,4,28,9,64.77,11,86.56
4/28/20 10:00,2020,4,28,10,32.9,10.93,86.06
4/28/20 11:00,2020,4,28,11,95.12,11.06,85.5
4/28/20 12:00,2020,4,28,12,166.28,11.26,84.56
4/28/20 13:00,2020,4,28,13,417.8,11.05,84.69
4/28/20 14:00,2020,4,28,14,421.61,11.06,81.5
4/28/20 15:00,2020,4,28,15,210.51,11.04,78.25
4/28/20 16:00,2020,4,28,16,145.52,11.39,75.5
4/28/20 17:00,2020,4,28,17,92.11,10.92,76.44
4/28/20 18:00,2020,4,28,18,45.27,9.44,83.06
4/28/20 19:00,2020,4,28,19,0,7.47,91.44
4/28/20 20:00,2020,4,28,20,0,6.46,94.31
4/29/20 1:00,2020,4,29,1,0,5.68,94.19
4/29/20 6:00,2020,4,29,6,98.43,4.3,93.06
4/29/20 7:00,2020,4,29,7,204.38,4.83,90.88
4/29/20 8:00,2020,4,29,8,327.02,6.08,87.12
4/29/20 9:00,2020,4,29,9,408.91,7.63,82.44
4/29/20 10:00,2020,4,29,10,456.57,9.74,75.81
4/29/20 11:00,2020,4,29,11,461.16,12.39,67.25
4/29/20 12:00,2020,4,29,12,680.37,14.49,60.88
4/29/20 13:00,2020,4,29,13,772.84,15.59,57.38
4/29/20 14:00,2020,4,29,14,740.93,15.77,56.5
4/29/20 15:00,2020,4,29,15,629.12,15.97,55.19
4/29/20 16:00,2020,4,29,16,454.84,15.77,55.25
4/29/20 17:00,2020,4,29,17,265.62,14.94,58.69
4/29/20 18:00,2020,4,29,18,84.3,12.87,69.81
4/29/20 19:00,2020,4,29,19,0,10.19,80.25
